Generation,Best,Worse,Average
1,11.3202,924.993,6.95321e-310
2,11.3202,638.798,40.4117
3,11.3202,5925.28,28.7238
4,11.3202,22.4776,78.5959
5,11.3202,37.5108,18.3244
6,11.3202,23.6198,17.8527
7,11.3202,22.6518,16.5279
8,11.3202,25.3947,15.802
9,11.3202,442.229,15.2783
10,11.3202,20.9825,19.095
11,11.3202,20.6526,14.7203
12,11.3202,442.229,14.4411
13,11.3202,20.6526,18.5427
14,11.3202,25.3947,12.9339
15,11.3202,25.3947,13.4534
16,11.3202,25.3947,14.0988
17,11.3202,20.6526,14.0793
18,11.3202,28.9713,13.9525
19,11.3202,25.3947,14.6909
20,11.3202,23.5944,14.5256
21,11.3202,25.3947,14.0506
22,11.3202,38.5409,13.3996
23,11.3202,25.3947,13.8875
24,11.3202,25.3947,14.2836
25,11.3202,25.3947,14.0859
26,11.3202,20.6526,14.0381
27,11.3202,23.9197,13.7677
28,11.3202,442.229,14.1439
29,11.3202,22.6534,18.0191
30,11.3202,23.9197,13.9444
31,11.3202,25.3947,14.0176
32,11.3202,25.3947,14.0335
33,11.3202,25.3947,13.6498
34,11.3202,23.9197,13.7867
35,11.3202,442.229,13.476
36,11.3202,25.3947,18.1533
37,11.3202,20.6526,13.9328
38,11.3202,22.6534,14.2705
39,11.3202,22.6534,14.1979
40,11.3202,22.6534,13.8754
41,11.3202,25.3947,13.5057
42,11.3202,25.3947,14.0194
43,11.3202,25.3947,13.6755
44,11.3202,28.079,14.0252
45,11.3202,20.6526,14.0811
46,11.3202,25.3947,13.3398
47,11.3202,20.6526,13.8519
48,11.3202,20.6526,12.8007
49,11.3202,25.3947,13.2111
50,11.3202,22.6534,13.2323
51,11.3202,27.9763,13.5398
52,11.3202,22.6534,14.1957
53,11.3202,20.6526,13.9255
54,11.3202,22.6534,13.9783
55,11.3202,22.9291,14.0118
56,11.3202,22.6534,13.3108
57,11.3202,25.3947,13.508
58,11.3202,20.6526,14.1057
59,11.3202,21.7177,13.1983
60,11.3202,22.6534,13.8706
61,11.3202,22.6534,13.6939
62,11.3202,20.6526,13.8589
63,11.3202,22.6534,13.1187
64,11.3202,22.6534,14.1184
65,11.3202,22.6534,14.001
66,11.3202,22.6534,14.2027
67,11.3202,38.5409,13.8004
68,11.3202,23.5651,14.0763
69,11.3202,25.3947,13.4893
70,11.3202,20.6526,13.7072
71,11.3202,20.6526,13.0006
72,11.3202,23.9197,13.411
73,11.3202,23.9197,13.8397
74,11.3202,442.229,13.9075
75,11.3202,22.6534,18.1465
76,11.3202,20.6526,13.3771
77,11.3202,20.6526,13.8837
78,11.3202,25.3947,13.6753
79,11.3202,28.9713,13.5503
80,11.3202,22.1024,13.8541
81,11.3202,442.229,13.9798
82,11.3202,22.6534,17.9804
83,11.3202,20.6526,13.4179
84,11.3202,25.3947,13.7956
85,11.3202,442.229,13.9199
86,11.3202,22.6534,18.2867
87,11.3202,20.6526,14.3603
88,11.3202,25.3947,13.935
89,11.3202,20.6526,14.1069
90,11.3202,20.6526,13.5141
91,11.3202,25.3947,13.4088
92,11.3202,25.3947,13.9866
93,11.3202,21.7177,13.8359
94,11.3202,20.6526,13.2883
95,11.3202,22.6534,13.3444
96,11.3202,22.6534,13.9852
97,11.3202,442.229,13.9126
98,11.3202,25.3947,18.6351
99,11.3202,28.079,14.2776
