Generation,Diversity
1,5
2,7
3,6
4,8
5,9
6,7
7,7
8,5
9,6
10,7
11,7
12,7
13,5
14,6
15,6
16,5
17,7
18,7
19,6
20,5
21,5
22,5
23,5
24,5
25,6
26,7
27,7
28,7
29,5
30,7
31,7
32,8
33,5
34,8
35,7
36,6
37,5
38,8
39,5
40,9
41,6
42,5
43,6
44,8
45,4
46,6
47,7
48,6
49,8
50,6
51,8
52,5
53,7
54,6
55,6
56,6
57,7
58,5
59,6
60,7
61,7
62,6
63,5
64,7
65,4
66,4
67,8
68,6
69,6
70,5
71,4
72,7
73,5
74,5
75,6
76,8
77,6
78,9
79,6
80,7
81,7
82,8
83,7
84,7
85,5
86,6
87,5
88,6
89,5
90,8
91,7
92,7
93,6
94,5
95,6
96,7
97,6
98,5
99,4
