Generation,Diversity
1,70
2,50
3,37
4,30
5,23
6,12
7,12
8,6
9,4
10,3
11,6
12,3
13,4
14,3
15,6
16,8
17,8
18,12
19,14
20,10
21,9
22,7
23,3
24,9
25,8
26,7
27,11
28,16
29,17
30,18
31,21
32,21
33,21
34,17
35,19
36,19
37,21
38,18
39,23
40,22
41,25
42,21
43,18
44,14
45,14
46,12
47,12
48,14
49,17
50,14
51,13
52,15
53,16
54,16
55,14
56,15
57,14
58,18
59,18
60,15
61,16
62,13
63,13
64,17
65,17
66,16
67,14
68,14
69,17
70,17
71,14
72,14
73,14
74,16
75,21
76,15
77,16
78,18
79,16
80,16
81,15
82,17
83,18
84,16
85,16
86,15
87,15
88,17
89,18
90,17
91,18
92,15
93,13
94,14
95,16
96,15
97,14
98,16
99,20
