Gerneration,Depth average
1,7.21782
2,6.46535
3,6.28713
4,6.18812
5,6.25743
6,6.24752
7,6.27723
8,6.10891
9,6.0495
10,6.20792
11,6.25743
12,6.43564
13,6.06931
14,6.39604
15,6.40594
16,6.19802
17,6.50495
18,6.30693
19,6.32673
20,6.23762
21,5.9901
22,6.30693
23,6.20792
24,6.24752
25,6.20792
26,6.33663
27,6.32673
28,6.27723
29,6.47525
30,6.40594
31,6.35644
32,5.60396
33,5.41584
34,5.66337
35,5.44554
36,5.69307
37,5.50495
38,5.70297
39,5.56436
40,5.50495
41,5.58416
42,5.64356
43,5.52475
44,5.54455
45,5.39604
46,5.59406
47,5.49505
48,5.42574
49,5.69307
