Generation,Diversity
1,29
2,27
3,26
4,25
5,24
6,25
7,27
8,25
9,26
10,27
11,25
12,24
13,27
14,25
15,26
16,27
17,25
18,26
19,29
20,23
21,27
22,25
23,23
24,28
25,27
26,25
27,28
28,23
29,24
30,24
31,25
32,26
33,29
34,26
35,27
36,24
37,26
38,26
39,28
40,25
41,27
42,26
43,26
44,23
45,28
46,25
47,31
48,27
49,24
50,26
51,24
52,24
53,25
54,24
55,29
56,25
57,25
58,27
59,26
60,26
61,25
62,25
63,25
64,27
65,24
66,26
67,27
68,25
69,25
70,27
71,27
72,31
73,24
74,28
75,29
76,25
77,25
78,26
79,31
80,24
81,26
82,27
83,26
84,24
85,26
86,27
87,25
88,25
89,28
90,26
91,26
92,26
93,23
94,25
95,24
96,28
97,27
98,26
99,26
