Generation,Diversity
1,4
2,7
3,7
4,4
5,5
6,6
7,5
8,5
9,6
10,4
11,6
12,6
13,6
14,5
15,4
16,4
17,6
18,6
19,6
20,6
21,9
22,7
23,8
24,4
25,6
26,6
27,6
28,6
29,6
30,7
31,6
32,8
33,6
34,8
35,6
36,4
37,6
38,7
39,7
40,7
41,7
42,7
43,4
44,6
45,5
46,5
47,5
48,5
49,4
50,6
51,6
52,7
53,6
54,4
55,8
56,5
57,6
58,9
59,7
60,5
61,8
62,5
63,7
64,4
65,5
66,6
67,5
68,4
69,5
70,8
71,6
72,5
73,6
74,5
75,7
76,6
77,6
78,6
79,6
80,5
81,5
82,6
83,6
84,5
85,8
86,4
87,4
88,8
89,4
90,6
91,4
92,4
93,5
94,4
95,6
96,7
97,6
98,7
99,7
100,7
101,6
102,6
103,6
104,8
105,6
106,6
107,4
108,7
109,6
110,7
111,6
112,7
113,8
114,7
115,8
116,5
117,4
118,7
119,6
120,6
121,7
122,7
123,6
124,7
125,8
126,7
127,6
128,7
129,6
130,6
131,4
132,6
133,6
134,6
135,8
136,5
137,7
138,5
139,5
140,5
141,4
142,6
143,5
144,5
145,6
146,6
147,5
148,6
149,9
150,7
151,8
152,8
153,5
154,6
155,6
156,4
157,6
158,6
159,6
160,5
161,8
162,7
163,5
164,5
165,5
166,6
167,6
168,6
169,6
170,6
171,6
172,6
173,5
174,5
175,6
176,5
177,7
178,7
179,5
180,8
181,5
182,6
183,6
184,5
185,6
186,7
187,7
188,6
189,6
190,6
191,8
192,6
193,8
194,10
195,6
196,6
197,6
198,5
199,5
200,6
201,7
202,6
203,4
204,7
205,9
206,7
207,7
208,5
209,4
210,9
211,5
212,6
213,5
214,6
215,9
216,5
217,5
218,6
219,7
220,4
221,7
222,6
223,4
224,5
225,6
226,6
227,7
228,7
229,4
230,6
231,7
232,4
233,8
234,6
235,6
236,8
237,6
238,10
239,5
240,4
241,6
242,6
243,5
244,5
245,5
246,5
247,6
248,4
249,7
250,7
251,8
252,6
253,5
254,5
255,6
256,4
257,7
258,5
259,5
260,7
261,9
262,6
263,6
264,8
265,6
266,4
267,7
268,5
269,7
270,6
271,5
272,5
273,5
274,8
275,4
276,8
277,7
278,5
279,7
280,5
281,8
282,6
283,5
284,4
285,5
286,6
287,4
288,6
289,7
290,5
291,5
292,6
293,7
294,8
295,6
296,4
297,7
298,4
299,5
300,5
301,6
302,7
303,6
304,6
305,7
306,6
307,6
308,5
309,7
310,6
311,7
312,4
313,6
314,6
315,6
316,5
317,5
318,5
319,7
320,6
321,6
322,6
323,7
324,6
325,6
326,6
327,5
328,7
329,6
330,7
331,6
332,5
333,7
334,7
335,5
336,6
337,4
338,8
339,4
340,6
341,4
342,7
343,6
344,7
345,7
346,4
347,6
348,6
349,8
350,6
351,6
352,4
353,6
354,7
355,6
356,5
357,6
358,6
359,5
360,7
361,6
362,6
363,5
364,9
365,6
366,6
367,7
368,6
369,6
370,8
371,5
372,6
373,7
374,7
375,9
376,6
377,5
378,6
379,5
380,5
381,5
382,8
383,7
384,5
385,5
386,6
387,4
388,6
389,4
390,5
391,5
392,5
393,6
394,5
395,7
396,5
397,4
398,8
399,6
400,5
401,6
402,6
403,5
404,6
405,4
406,9
407,7
408,4
409,6
410,5
411,8
412,8
413,7
414,5
415,5
416,5
417,6
418,6
419,4
420,6
421,8
422,7
423,7
424,7
425,6
426,6
427,4
428,6
429,6
430,5
431,6
432,5
433,5
434,6
435,5
436,6
437,5
438,5
439,6
440,7
441,4
442,6
443,4
444,5
445,8
446,6
447,6
448,8
449,8
450,5
451,6
452,6
453,5
454,5
455,9
456,5
457,6
458,6
459,5
460,7
461,7
462,6
463,7
464,4
465,7
466,6
467,8
468,5
469,6
470,8
471,6
472,5
473,6
474,5
475,8
476,5
477,4
478,8
479,6
480,7
481,5
482,6
483,6
484,6
485,6
486,5
487,5
488,4
489,5
490,6
491,7
492,6
493,6
494,7
495,5
496,6
497,6
498,5
499,7
