Generation,Diversity
1,1
2,2
3,3
4,4
5,4
6,2
7,2
8,2
9,2
10,4
11,3
12,2
13,2
14,2
15,2
16,3
17,2
18,2
19,3
20,2
21,4
22,4
23,3
24,3
25,3
26,3
27,1
28,2
29,2
30,4
31,1
32,1
33,3
34,1
35,3
36,5
37,1
38,3
39,2
40,1
41,2
42,3
43,3
44,2
45,1
46,1
47,1
48,2
49,1
50,4
51,1
52,3
53,2
54,2
55,1
56,1
57,2
58,3
59,2
60,1
61,2
62,1
63,4
64,2
65,3
66,3
67,3
68,3
69,3
70,2
71,1
72,3
73,1
74,3
75,2
76,1
77,2
78,2
79,3
80,1
81,2
82,4
83,1
84,3
85,1
86,2
87,3
88,4
89,1
90,1
91,1
92,3
93,2
94,2
95,2
96,2
97,3
98,2
99,3
