Gerneration,Depth average
1,4.09901
2,3.46535
3,2.9604
4,2.90099
5,3.18812
6,3.32673
7,3.42574
8,3.70297
9,4.21782
10,4.16832
11,4.36634
12,4.33663
13,4.74257
14,4.91089
15,4.94059
16,4.89109
17,4.81188
18,4.85149
19,4.76238
20,4.66337
21,4.83168
22,4.9703
23,5.05941
24,5.08911
25,5.20792
26,5.19802
27,5.05941
28,5.05941
29,5.12871
30,5.13861
31,5.20792
32,5.37624
33,5.34653
34,5.39604
35,5.48515
36,5.58416
37,5.48515
38,5.34653
39,5.05941
40,5.06931
41,4.86139
42,4.94059
43,4.73267
44,4.72277
45,4.87129
46,4.89109
47,5.0396
48,4.83168
49,5.0396
50,4.86139
51,4.9703
52,4.93069
53,4.89109
54,4.60396
55,4.52475
56,4.73267
57,4.73267
58,4.80198
59,4.78218
60,4.94059
61,5.0198
62,5.06931
63,5.13861
64,4.9901
65,4.71287
66,4.77228
67,4.66337
68,4.73267
69,4.83168
70,4.85149
71,4.89109
72,4.69307
73,4.77228
74,4.63366
75,4.56436
76,4.63366
77,4.64356
78,4.44554
79,4.68317
80,4.59406
81,4.57426
82,4.57426
83,4.44554
84,4.44554
85,4.56436
86,4.46535
87,4.63366
88,4.64356
89,4.59406
90,4.39604
91,4.62376
92,4.71287
93,4.52475
94,4.58416
95,4.68317
96,4.64356
97,4.81188
98,4.57426
99,4.54455
