Generation,Diversity
1,68
2,48
3,36
4,21
5,17
6,15
7,9
8,8
9,8
10,4
11,4
12,6
13,4
14,6
15,4
16,3
17,5
18,5
19,5
20,6
21,4
22,4
23,4
24,5
25,4
26,4
27,5
28,5
29,4
30,5
31,4
32,4
33,4
34,6
35,4
36,4
37,3
38,4
39,4
40,6
41,4
42,3
43,4
44,4
45,6
46,6
47,3
48,4
49,3
50,7
51,7
52,5
53,5
54,4
55,4
56,5
57,4
58,5
59,5
60,5
61,5
62,6
63,5
64,6
65,4
66,5
67,5
68,4
69,4
70,3
71,4
72,6
73,5
74,5
75,5
76,5
77,3
78,3
79,4
80,6
81,6
82,5
83,7
84,6
85,7
86,6
87,4
88,6
89,5
90,4
91,5
92,4
93,4
94,3
95,3
96,4
97,4
98,4
99,7
