Generation,Diversity
1,4
2,5
3,4
4,4
5,4
6,4
7,4
8,5
9,4
10,4
11,4
12,4
13,4
14,4
15,7
16,3
17,4
18,6
19,4
20,5
21,4
22,4
23,4
24,4
25,4
26,5
27,4
28,4
29,6
30,5
31,4
32,4
33,3
34,4
35,5
36,3
37,4
38,4
39,4
40,5
41,3
42,5
43,5
44,5
45,4
46,5
47,4
48,5
49,5
50,4
51,5
52,5
53,4
54,5
55,4
56,4
57,5
58,4
59,5
60,3
61,5
62,4
63,4
64,3
65,5
66,5
67,4
68,3
69,5
70,6
71,4
72,7
73,4
74,4
75,4
76,4
77,4
78,5
79,3
80,4
81,4
82,4
83,4
84,4
85,5
86,4
87,4
88,4
89,6
90,4
91,4
92,4
93,4
94,5
95,5
96,4
97,7
98,4
99,4
