Generation,Diversity
1,1
2,2
3,3
4,4
5,4
6,2
7,2
8,2
9,2
10,4
11,3
12,2
13,2
14,2
15,2
16,3
17,2
18,2
19,3
20,2
21,4
22,3
23,4
24,3
25,4
26,3
27,1
28,2
29,2
30,5
31,1
32,1
33,1
34,1
35,3
36,3
37,1
38,3
39,2
40,2
41,1
42,3
43,3
44,2
45,1
46,1
47,1
48,2
49,1
50,4
51,1
52,3
53,2
54,2
55,1
56,1
57,2
58,4
59,2
60,1
61,2
62,1
63,4
64,2
65,3
66,2
67,3
68,3
69,3
70,2
71,1
72,3
73,1
74,3
75,5
76,1
77,3
78,2
79,3
80,1
81,1
82,3
83,2
84,2
85,3
86,4
87,3
88,3
89,1
90,2
91,1
92,3
93,2
94,1
95,1
96,1
97,3
98,1
99,2
100,2
101,3
102,3
103,1
104,2
105,1
106,3
107,2
108,1
109,3
110,2
111,2
112,2
113,3
114,1
115,3
116,2
117,2
118,1
119,3
120,1
121,1
122,1
123,2
124,1
125,2
126,1
127,2
128,1
129,2
130,2
131,3
132,2
133,1
134,2
135,3
136,1
137,3
138,2
139,4
140,1
141,3
142,4
143,2
144,3
145,3
146,3
147,2
148,1
149,3
150,2
151,3
152,4
153,4
154,2
155,2
156,4
157,3
158,4
159,4
160,1
161,2
162,4
163,2
164,4
165,4
166,2
167,1
168,2
169,4
170,4
171,1
172,2
173,2
174,2
175,2
176,3
177,1
178,3
179,5
180,3
181,4
182,3
183,4
184,3
185,1
186,3
187,1
188,2
189,2
190,2
191,1
192,3
193,1
194,2
195,3
196,2
197,3
198,2
199,2
200,3
201,2
202,4
203,1
204,3
205,2
206,3
207,2
208,2
209,1
210,3
211,3
212,4
213,1
214,3
215,3
216,1
217,4
218,3
219,2
220,1
221,2
222,2
223,2
224,2
225,1
226,4
227,2
228,2
229,2
230,4
231,2
232,2
233,2
234,1
235,2
236,1
237,4
238,4
239,3
240,4
241,3
242,3
243,1
244,3
245,2
246,3
247,4
248,1
249,2
250,2
251,3
252,4
253,1
254,2
255,3
256,4
257,1
258,2
259,3
260,3
261,3
262,2
263,3
264,2
265,3
266,2
267,1
268,1
269,5
270,2
271,4
272,2
273,3
274,2
275,4
276,1
277,3
278,2
279,1
280,2
281,3
282,2
283,2
284,5
285,4
286,3
287,3
288,4
289,4
290,3
291,4
292,2
293,3
294,1
295,1
296,1
297,1
298,2
299,2
300,4
301,1
302,1
303,3
304,2
305,2
306,2
307,3
308,2
309,1
310,1
311,2
312,2
313,1
314,1
315,3
316,1
317,1
318,2
319,3
320,3
321,3
322,1
323,1
324,2
325,2
326,3
327,1
328,1
329,2
330,4
331,3
332,2
333,3
334,2
335,3
336,1
337,2
338,2
339,1
340,4
341,3
342,1
343,3
344,2
345,3
346,3
347,1
348,2
349,2
350,2
351,4
352,2
353,1
354,3
355,3
356,1
357,3
358,2
359,3
360,2
361,1
362,4
363,1
364,3
365,2
366,2
367,2
368,2
369,4
370,2
371,1
372,1
373,2
374,4
375,3
376,2
377,4
378,1
379,1
380,1
381,5
382,2
383,2
384,2
385,3
386,3
387,2
388,3
389,2
390,4
391,1
392,3
393,2
394,2
395,4
396,2
397,1
398,2
399,3
400,1
401,3
402,3
403,2
404,4
405,2
406,3
407,2
408,2
409,2
410,2
411,4
412,1
413,1
414,2
415,4
416,1
417,3
418,2
419,3
420,2
421,3
422,3
423,5
424,1
425,2
426,2
427,1
428,2
429,2
430,1
431,4
432,4
433,2
434,1
435,1
436,2
437,2
438,1
439,2
440,3
441,2
442,1
443,1
444,2
445,3
446,1
447,2
448,2
449,2
450,2
451,2
452,2
453,2
454,2
455,3
456,3
457,3
458,4
459,3
460,2
461,3
462,1
463,3
464,4
465,3
466,3
467,2
468,4
469,3
470,2
471,1
472,2
473,4
474,2
475,3
476,2
477,2
478,2
479,1
480,3
481,2
482,2
483,3
484,3
485,2
486,1
487,2
488,2
489,1
490,3
491,3
492,3
493,3
494,2
495,3
496,4
497,3
498,4
499,2
