Generation,Diversity
1,30
2,30
3,31
4,29
5,6
6,5
7,6
8,4
9,8
10,6
11,4
12,6
13,5
14,5
15,6
16,4
17,6
18,4
19,8
20,4
21,5
22,7
23,7
24,7
25,7
26,5
27,5
28,6
29,4
30,5
31,7
32,7
33,7
34,7
35,5
36,4
37,8
38,8
39,7
40,7
41,7
42,6
43,8
44,8
45,7
46,5
47,7
48,7
49,5
50,7
51,7
52,9
53,6
54,4
55,6
56,8
57,6
58,7
59,6
60,5
61,7
62,6
63,7
64,6
65,4
66,7
67,6
68,6
69,5
70,8
71,5
72,5
73,6
74,4
75,6
76,6
77,7
78,7
79,5
80,6
81,5
82,6
83,6
84,5
85,5
86,6
87,5
88,4
89,6
90,6
91,6
92,5
93,8
94,7
95,5
96,8
97,5
98,4
99,4
100,6
101,5
102,6
103,6
104,6
105,5
106,6
107,7
108,4
109,6
110,5
111,5
112,5
113,5
114,6
115,7
116,4
117,8
118,6
119,7
120,8
121,6
122,6
123,6
124,6
125,5
126,5
127,8
128,6
129,5
130,4
131,6
132,7
133,6
134,5
135,8
136,6
137,6
138,7
139,7
140,6
141,7
142,7
143,5
144,6
145,4
146,9
147,4
148,6
149,6
150,6
151,7
152,4
153,4
154,6
155,6
156,5
157,4
158,4
159,5
160,6
161,7
162,6
163,5
164,6
165,5
166,5
167,6
168,6
169,6
170,6
171,6
172,5
173,5
174,5
175,6
176,8
177,6
178,10
179,6
180,7
181,4
182,7
183,5
184,8
185,8
186,7
187,7
188,6
189,7
190,9
191,5
192,7
193,5
194,7
195,6
196,5
197,6
198,5
199,5
200,7
201,6
202,5
203,6
204,6
205,7
206,6
207,5
208,6
209,6
210,6
211,5
212,7
213,7
214,7
215,5
216,7
217,5
218,5
219,5
220,6
221,7
222,5
223,5
224,7
225,8
226,6
227,6
228,4
229,7
230,4
231,7
232,4
233,4
234,6
235,7
236,6
237,4
238,7
239,6
240,5
241,4
242,8
243,5
244,6
245,5
246,5
247,5
248,5
249,5
250,6
251,5
252,7
253,7
254,6
255,4
256,5
257,6
258,6
259,6
260,5
261,7
262,5
263,5
264,7
265,6
266,4
267,6
268,6
269,5
270,7
271,5
272,6
273,7
274,5
275,6
276,5
277,5
278,5
279,8
280,6
281,4
282,7
283,7
284,5
285,6
286,4
287,8
288,5
289,5
290,5
291,6
292,7
293,4
294,6
295,6
296,6
297,5
298,5
299,6
300,5
301,5
302,8
303,8
304,5
305,5
306,7
307,5
308,5
309,5
310,4
311,5
312,5
313,7
314,5
315,4
316,6
317,4
318,4
319,6
320,5
321,6
322,5
323,5
324,7
325,7
326,7
327,7
328,5
329,4
330,7
331,7
332,7
333,5
334,6
335,6
336,7
337,7
338,9
339,5
340,4
341,5
342,5
343,6
344,5
345,5
346,7
347,6
348,5
349,6
350,6
351,5
352,6
353,7
354,5
355,4
356,8
357,6
358,5
359,7
360,5
361,7
362,6
363,5
364,5
365,6
366,6
367,5
368,6
369,7
370,5
371,4
372,6
373,5
374,6
375,7
376,5
377,5
378,8
379,7
380,7
381,7
382,7
383,5
384,4
385,5
386,6
387,7
388,6
389,6
390,4
391,6
392,7
393,5
394,5
395,6
396,4
397,5
398,7
399,5
400,5
401,5
402,4
403,5
404,7
405,6
406,5
407,5
408,5
409,5
410,5
411,6
412,6
413,4
414,8
415,8
416,6
417,5
418,5
419,6
420,4
421,4
422,5
423,8
424,5
425,6
426,5
427,5
428,7
429,5
430,4
431,5
432,7
433,5
434,5
435,7
436,4
437,7
438,4
439,6
440,6
441,6
442,6
443,5
444,6
445,4
446,8
447,6
448,4
449,6
450,7
451,5
452,6
453,5
454,7
455,6
456,7
457,5
458,4
459,6
460,4
461,4
462,5
463,7
464,5
465,6
466,5
467,5
468,6
469,6
470,6
471,7
472,6
473,6
474,4
475,7
476,5
477,6
478,5
479,5
480,6
481,5
482,6
483,4
484,4
485,7
486,8
487,5
488,5
489,5
490,5
491,6
492,4
493,5
494,5
495,6
496,6
497,6
498,5
499,6
