Gerneration,Depth average
1,2.7451
2,2.70588
3,2.70588
4,2.7451
5,2.66667
6,2.84314
7,2.72549
8,2.78431
9,2.82353
10,2.70588
11,2.76471
12,2.7451
13,2.78431
14,2.70588
15,2.72549
16,2.78431
17,2.76471
18,2.78431
19,2.80392
20,2.76471
21,2.70588
22,2.82353
23,2.82353
24,2.78431
25,2.70588
26,2.78431
27,2.76471
28,2.78431
29,2.82353
30,2.7451
31,2.68627
32,2.72549
33,2.7451
34,2.7451
35,2.80392
36,2.7451
37,2.7451
38,2.7451
39,2.7451
40,2.78431
41,2.70588
42,2.7451
43,2.7451
44,2.68627
45,2.7451
46,2.68627
47,2.84314
48,2.86275
49,2.76471
