Generation,Diversity
1,29
2,28
3,24
4,23
5,26
6,29
7,25
8,27
9,19
10,28
11,25
12,27
13,20
14,18
15,25
16,24
17,22
18,20
19,23
20,24
21,22
22,20
23,22
24,23
25,24
26,20
27,25
28,22
29,18
30,25
31,23
32,25
33,22
34,26
35,24
36,26
37,22
38,25
39,27
40,23
41,25
42,19
43,25
44,22
45,20
46,20
47,21
48,26
49,28
50,27
51,20
52,25
53,19
54,27
55,20
56,24
57,21
58,16
59,22
60,21
61,26
62,24
63,22
64,22
65,24
66,23
67,23
68,23
69,26
70,25
71,25
72,24
73,27
74,28
75,19
76,18
77,23
78,27
79,19
80,20
81,25
82,24
83,19
84,25
85,23
86,23
87,22
88,28
89,22
90,20
91,21
92,19
93,24
94,22
95,20
96,25
97,20
98,25
99,28
