Generation,Diversity
1,17
2,16
3,15
4,12
5,13
6,14
7,14
8,12
9,12
10,18
11,12
12,12
13,15
14,14
15,17
16,13
17,18
18,12
19,12
20,15
21,13
22,15
23,18
24,13
25,13
26,11
27,13
28,16
29,12
30,11
31,13
32,11
33,12
34,12
35,12
36,13
37,19
38,19
39,17
40,17
41,17
42,16
43,15
44,13
45,17
46,15
47,16
48,15
49,14
50,16
51,15
52,11
53,18
54,17
55,17
56,20
57,15
58,15
59,14
60,13
61,20
62,16
63,18
64,18
65,14
66,16
67,18
68,13
69,16
70,11
71,16
72,9
73,17
74,18
75,16
76,19
77,14
78,17
79,9
80,12
81,15
82,14
83,18
84,17
85,18
86,18
87,20
88,17
89,14
90,16
91,18
92,14
93,18
94,17
95,14
96,17
97,16
98,14
99,19
100,17
101,13
102,17
103,15
104,20
105,19
106,19
107,15
108,20
109,17
110,15
111,13
112,19
113,14
114,18
115,18
116,14
117,17
118,18
119,14
120,15
121,17
122,19
123,14
124,17
125,16
126,12
127,17
128,15
129,16
130,16
131,17
132,18
133,15
134,14
135,15
136,14
137,15
138,13
139,16
140,16
141,13
142,13
143,17
144,18
145,14
146,14
147,15
148,15
149,16
150,16
151,15
152,16
153,18
154,16
155,16
156,18
157,17
158,16
159,18
160,15
161,16
162,14
163,14
164,13
165,13
166,14
167,13
168,15
169,17
170,8
171,13
172,16
173,16
174,18
175,16
176,17
177,17
178,18
179,19
180,16
181,16
182,18
183,15
184,16
185,14
186,14
187,18
188,18
189,17
190,13
191,18
192,16
193,14
194,16
195,15
196,16
197,14
198,15
199,14
200,12
201,19
202,12
203,15
204,17
205,16
206,15
207,18
208,17
209,15
210,16
211,16
212,15
213,12
214,18
215,15
216,16
217,17
218,17
219,18
220,18
221,16
222,17
223,16
224,12
225,14
226,15
227,16
228,18
229,16
230,17
231,12
232,13
233,12
234,16
235,17
236,14
237,16
238,16
239,16
240,17
241,15
242,17
243,16
244,17
245,16
246,15
247,15
248,19
249,16
250,16
251,16
252,18
253,15
254,18
255,19
256,14
257,16
258,12
259,16
260,17
261,17
262,12
263,14
264,16
265,15
266,15
267,16
268,14
269,12
270,16
271,17
272,14
273,20
274,15
275,12
276,18
277,16
278,19
279,15
280,14
281,17
282,16
283,15
284,15
285,16
286,14
287,14
288,14
289,19
290,14
291,14
292,18
293,15
294,12
295,11
296,17
297,19
298,13
299,15
300,16
301,19
302,18
303,16
304,16
305,16
306,14
307,14
308,11
309,14
310,18
311,15
312,12
313,17
314,16
315,12
316,17
317,22
318,17
319,14
320,15
321,17
322,17
323,19
324,15
325,15
326,15
327,16
328,16
329,13
330,16
331,15
332,18
333,17
334,19
335,14
336,14
337,14
338,14
339,12
340,15
341,17
342,19
343,16
344,17
345,20
346,16
347,14
348,12
349,19
350,12
351,15
352,19
353,18
354,16
355,17
356,20
357,18
358,16
359,16
360,20
361,11
362,12
363,18
364,12
365,13
366,15
367,17
368,17
369,19
370,17
371,15
372,17
373,19
374,21
375,19
376,15
377,12
378,17
379,15
380,16
381,18
382,14
383,14
384,15
385,16
386,14
387,18
388,14
389,15
390,13
391,16
392,14
393,19
394,15
395,13
396,19
397,15
398,21
399,14
400,15
401,18
402,19
403,19
404,16
405,18
406,17
407,14
408,16
409,18
410,16
411,16
412,14
413,18
414,16
415,16
416,14
417,16
418,17
419,17
420,18
421,16
422,16
423,18
424,16
425,19
426,18
427,18
428,18
429,19
430,12
431,12
432,16
433,15
434,16
435,18
436,15
437,14
438,14
439,18
440,15
441,14
442,16
443,15
444,13
445,13
446,17
447,17
448,15
449,18
450,17
451,14
452,17
453,13
454,15
455,16
456,13
457,17
458,16
459,18
460,16
461,16
462,14
463,15
464,15
465,19
466,15
467,14
468,18
469,16
470,14
471,18
472,15
473,17
474,16
475,15
476,15
477,19
478,16
479,18
480,15
481,16
482,18
483,18
484,15
485,15
486,17
487,14
488,16
489,18
490,16
491,14
492,13
493,17
494,17
495,16
496,15
497,18
498,17
499,15
