Generation,Best,Worse,Average
1,17.4475,1375.42,6.95298e-310
2,17.4475,73.3337,58.8795
3,17.4475,70.9163,22.3115
4,17.4475,58.4921,21.2811
5,17.4475,98.3812,20.7244
6,17.4475,69.6055,20.916
7,17.4475,63.4606,20.0777
8,17.4475,25.3944,20.2469
9,17.4475,70.196,19.3905
10,17.4475,33.7585,20.3291
11,17.4475,25.7199,19.4384
12,17.4475,69.6055,19.5624
13,17.4475,25.3944,20.3655
14,17.4475,47.0461,19.5466
15,17.4475,69.6055,19.7877
16,17.4475,69.6055,19.5325
17,17.4475,136.098,19.9743
18,17.4475,25.7199,20.7137
19,17.4475,69.6055,19.5288
20,17.4475,69.6055,20.396
21,17.4475,47.0461,20.3528
22,17.4475,47.0461,19.8831
23,17.4475,134.353,20.1951
24,17.4475,69.6055,20.7249
25,17.4475,25.7199,19.8026
26,17.4475,178.657,19.2009
27,17.4475,26.9094,22.1153
28,17.4475,69.6055,19.5033
29,17.4475,47.0461,20.302
30,17.4475,69.6055,19.9893
31,17.4475,25.882,21.1142
32,17.4475,25.7199,19.459
33,17.4475,163.223,19.118
34,17.4475,47.0461,20.9569
35,17.4475,25.7199,19.4523
36,17.4475,25.7239,19.4603
37,17.4475,33.7585,19.4532
38,17.4475,31.6989,19.8566
39,17.4475,10001.7,19.7317
40,17.4475,69.6055,119.288
41,17.4475,69.6055,20.2146
42,17.4475,134.841,20.0645
43,17.4475,47.0461,21.4851
44,17.4475,36.6182,21.0314
45,17.4475,69.6055,19.8133
46,17.4475,69.6055,20.3071
47,17.4475,23.4391,20.782
48,17.4475,25.7199,19.2918
49,17.4475,25.6749,19.4277
50,17.4475,69.6055,18.876
51,17.4475,47.0461,20.0993
52,17.4475,69.6055,19.4242
53,17.4475,47.1771,19.6765
54,17.4475,47.0461,20.2237
55,17.4475,69.6055,19.788
56,17.4475,134.841,20.1142
57,17.4475,47.0461,22.6591
58,17.4475,63.4606,19.7993
59,17.4475,69.6055,20.4924
60,17.4475,69.6055,20.1631
61,17.4475,69.6055,20.468
62,17.4475,178.657,20.1935
63,17.4475,47.0461,21.4961
64,17.4475,69.6055,19.5602
65,17.4475,69.6055,20.8043
66,17.4475,63.4606,20.8872
67,17.4475,136.098,19.9235
68,17.4475,72.9778,20.9164
69,17.4475,69.6055,20.6712
70,17.4475,134.353,21.2308
71,17.4475,25.6749,21.5578
72,17.4475,332.37,20.1227
73,17.4475,69.6055,23.209
74,17.4475,332.37,20.713
75,17.4475,69.3895,inf
76,17.4475,69.6055,20.2972
77,17.4475,163.223,20.7791
78,17.4475,69.6055,21.6952
79,17.4475,36.6182,20.885
80,17.4475,47.0461,19.7794
81,17.4475,69.6055,19.68
82,17.4475,72.9778,20.0648
83,17.4475,25.7199,inf
84,17.4475,69.6055,19.4025
85,17.4475,134.353,20.3509
86,17.4475,69.6055,20.9122
87,17.4475,69.3895,20.286
88,17.4475,31.6989,20.3348
89,17.4475,69.6055,19.6925
90,17.4475,69.6055,20.5342
91,17.4475,69.6055,20.4292
92,17.4475,47.0461,19.7976
93,17.4475,69.6055,19.7546
94,17.4475,72.9778,20.2705
95,17.4475,25.0038,20.2256
96,17.4475,23.9398,19.6834
97,17.4475,47.0461,19.3582
98,17.4475,52.1674,20.0193
99,17.4475,47.0461,19.8984
