Generation,Diversity
1,66
2,51
3,35
4,24
5,21
6,22
7,17
8,10
9,10
10,7
11,7
12,8
13,9
14,10
15,9
16,9
17,9
18,10
19,10
20,6
21,8
22,9
23,7
24,5
25,5
26,7
27,8
28,8
29,6
30,8
31,3
32,4
33,4
34,4
35,4
36,2
37,6
38,2
39,3
40,3
41,4
42,3
43,3
44,3
45,5
46,5
47,6
48,8
49,7
50,4
51,3
52,3
53,3
54,6
55,5
56,4
57,6
58,4
59,2
60,4
61,5
62,6
63,3
64,4
65,7
66,6
67,8
68,5
69,4
70,4
71,4
72,3
73,5
74,4
75,6
76,4
77,4
78,2
79,2
80,5
81,4
82,6
83,8
84,5
85,3
86,3
87,4
88,3
89,3
90,2
91,3
92,5
93,4
94,6
95,5
96,8
97,5
98,7
99,6
