Generation,Diversity
1,61
2,45
3,35
4,27
5,24
6,21
7,19
8,21
9,14
10,20
11,16
12,11
13,11
14,14
15,18
16,13
17,18
18,14
19,16
20,14
21,14
22,13
23,10
24,13
25,11
26,14
27,14
28,16
29,16
30,12
31,15
32,16
33,16
34,19
35,15
36,18
37,17
38,19
39,15
40,17
41,14
42,13
43,16
44,14
45,13
46,13
47,15
48,18
49,16
50,16
51,13
52,14
53,11
54,13
55,18
56,16
57,18
58,19
59,20
60,16
61,12
62,17
63,16
64,15
65,14
66,15
67,19
68,18
69,15
70,12
71,11
72,12
73,16
74,15
75,15
76,22
77,18
78,15
79,21
80,19
81,17
82,20
83,17
84,15
85,19
86,19
87,15
88,16
89,14
90,10
91,14
92,15
93,15
94,13
95,17
96,12
97,15
98,16
99,16
