Gerneration,Depth average
1,3.89109
2,3.66337
3,3.64356
4,3.60396
5,3.66337
6,3.54455
7,3.68317
8,3.67327
9,3.59406
10,3.72277
11,3.72277
12,3.68317
13,3.57426
14,3.71287
15,3.69307
16,3.69307
17,3.67327
18,3.64356
19,3.73267
20,3.64356
21,3.65347
22,3.71287
23,3.65347
24,3.73267
25,3.58416
26,3.62376
27,3.59406
28,3.65347
29,3.69307
30,3.69307
31,3.66337
32,3.73267
33,3.71287
34,3.72277
35,3.66337
36,3.72277
37,3.63366
38,3.63366
39,3.70297
40,3.73267
41,3.71287
42,3.68317
43,3.70297
44,3.66337
45,3.56436
46,3.64356
47,3.67327
48,3.67327
49,3.69307
50,3.71287
51,3.68317
52,3.73267
53,3.61386
54,3.69307
55,3.61386
56,3.65347
57,3.70297
58,3.70297
59,3.71287
60,3.68317
61,3.64356
62,3.72277
63,3.66337
64,3.62376
65,3.74257
66,3.62376
67,3.66337
68,3.80198
69,3.59406
70,3.60396
71,3.69307
72,3.77228
73,3.63366
74,3.70297
75,3.59406
76,3.63366
77,3.67327
78,3.64356
79,3.77228
80,3.58416
81,3.62376
82,3.67327
83,3.71287
84,3.74257
85,3.72277
86,3.69307
87,3.59406
88,3.59406
89,3.73267
90,3.73267
91,3.59406
92,3.70297
93,3.59406
94,3.58416
95,3.73267
96,3.59406
97,3.70297
98,3.67327
99,3.72277
100,3.72277
101,3.69307
102,3.62376
103,3.58416
104,3.57426
105,3.62376
106,3.72277
107,3.67327
108,3.65347
109,3.79208
110,3.66337
111,3.70297
112,3.71287
113,3.76238
114,3.74257
115,3.72277
116,3.77228
117,3.66337
118,3.67327
119,3.71287
120,3.66337
121,3.81188
122,3.57426
123,3.64356
124,3.73267
125,3.70297
126,3.71287
127,3.69307
128,3.67327
129,3.59406
130,3.69307
131,3.71287
132,3.67327
133,3.70297
134,3.64356
135,3.62376
136,3.73267
137,3.61386
138,3.65347
139,3.75248
140,3.70297
141,3.59406
142,3.76238
143,3.61386
144,3.61386
145,3.69307
146,3.63366
147,3.51485
148,3.73267
149,3.64356
150,3.72277
151,3.71287
152,3.67327
153,3.70297
154,3.80198
155,3.64356
156,3.72277
157,3.62376
158,3.69307
159,3.49505
160,3.66337
161,3.77228
162,3.72277
163,3.66337
164,3.65347
165,3.80198
166,3.57426
167,3.79208
168,3.65347
169,3.68317
170,3.73267
171,3.65347
172,3.61386
173,3.75248
174,3.70297
175,3.72277
176,3.70297
177,3.65347
178,3.63366
179,3.78218
180,3.59406
181,3.51485
182,3.71287
183,3.64356
184,3.67327
185,3.62376
186,3.55446
187,3.69307
188,3.66337
189,3.75248
190,3.73267
191,3.61386
192,3.73267
193,3.71287
194,3.57426
195,3.65347
196,3.65347
197,3.59406
198,3.66337
199,3.74257
200,3.68317
201,3.59406
202,3.59406
203,3.64356
204,3.66337
205,3.68317
206,3.66337
207,3.67327
208,3.76238
209,3.73267
210,3.61386
211,3.58416
212,3.53465
213,3.68317
214,3.61386
215,3.69307
216,3.72277
217,3.71287
218,3.75248
219,3.61386
220,3.57426
221,3.87129
222,3.61386
223,3.72277
224,3.71287
225,3.66337
226,3.67327
227,3.68317
228,3.52475
229,3.67327
230,3.65347
231,3.67327
232,3.61386
233,3.59406
234,3.64356
235,3.68317
236,3.77228
237,3.71287
238,3.69307
239,3.68317
240,3.61386
241,3.75248
242,3.65347
243,3.67327
244,3.64356
245,3.61386
246,3.66337
247,3.64356
248,3.57426
249,3.78218
250,3.68317
251,3.62376
252,3.74257
253,3.55446
254,3.73267
255,3.59406
