Generation,Diversity
1,11
2,5
3,9
4,8
5,9
6,9
7,8
8,6
9,10
10,7
11,7
12,9
13,7
14,8
15,9
16,8
17,7
18,7
19,9
20,9
21,7
22,7
23,7
24,7
25,8
26,7
27,8
28,9
29,6
30,7
31,5
32,9
33,7
34,9
35,5
36,8
37,7
38,6
39,8
40,7
41,7
42,8
43,7
44,7
45,9
46,6
47,9
48,7
49,7
50,7
51,8
52,8
53,8
54,6
55,7
56,9
57,8
58,4
59,7
60,8
61,8
62,7
63,6
64,8
65,7
66,8
67,7
68,9
69,11
70,6
71,5
72,8
73,7
74,7
75,7
76,7
77,11
78,9
79,6
80,5
81,6
82,8
83,7
84,7
85,8
86,9
87,7
88,6
89,8
90,6
91,8
92,5
93,10
94,8
95,7
96,7
97,6
98,8
99,9
