Generation,Best,Worse,Average
1,16.5137,619.362,6.95321e-310
2,16.5137,65.9834,39.0922
3,16.5137,36.6259,22.3396
4,15.0368,884.246,20.5869
5,15.0368,29.3733,28.4071
6,16.5137,50.1384,19.399
7,16.5137,884.246,19.4841
8,16.5137,884.246,36.0187
9,16.5137,884.246,27.1832
10,14.0077,24.8217,35.8636
11,15.0368,884.246,18.6726
12,14.7941,55311.6,45.0974
13,14.6429,884.246,582.768
14,14.6429,55311.4,28.1764
15,14.6429,884.246,617.455
16,14.6159,884.246,61.153
17,14.6159,55311.5,39.2715
18,14.6159,55311.5,596.172
19,14.6159,55311.5,1696.33
20,14.6429,55311.6,1123.97
21,14.6429,55311.5,574.821
22,14.5214,884.016,1122.25
23,14.5214,55311.5,9.82432e+12
24,14.5214,884.246,566.096
25,14.5214,53.6797,42.1395
26,14.5214,884.246,19.0228
27,14.5214,53.6797,27.4691
28,14.5214,25.8431,19.6346
29,14.5214,53.6797,18.0608
30,14.5214,53.6797,18.0434
31,14.5214,53.6797,18.3693
32,14.5214,53.6797,19.2138
33,14.5214,85.4356,19.3066
34,14.5214,53.6797,18.4734
35,14.5214,85.4356,18.9859
36,14.5214,93.4698,20.6287
37,14.5214,34485.8,19.3354
38,14.5214,38.7005,360.066
39,14.5214,38.7005,19.4633
40,14.5214,53.6797,19.2631
41,14.5214,25.8431,19.6684
42,14.5214,34485.8,18.629
43,14.5214,38.7005,360.323
44,14.5214,38.7005,18.9973
45,14.5214,38.7005,18.2957
46,14.5214,34485.8,19.3331
47,14.5214,38.7005,360.041
48,14.5214,38.7005,17.6214
49,14.5214,38.7005,17.5636
50,14.5214,38.7005,17.6154
51,14.5214,41.132,18.2617
52,14.5214,38.7005,19.3344
53,14.5214,38.7005,18.7893
54,14.5214,34485.8,18.5205
55,14.5214,38.7005,359.801
56,14.5214,38.7005,18.4222
57,14.5214,85.4356,19.5214
58,14.5214,38.7005,20.1401
59,14.5214,38.7005,19.5412
60,14.5214,42.1226,18.6667
61,14.5214,38.7005,19.0526
62,14.5214,38.7005,19.1167
63,14.5214,85.4356,18.714
64,14.5214,38.7005,19.8792
65,14.5214,39.415,19.6805
66,14.5214,38.7005,19.4763
67,14.5214,38.7005,18.9052
68,14.5214,42.1226,18.2931
69,14.5214,42.1226,19.08
70,14.5214,25.8431,19.4409
71,14.5214,38.7005,18.0386
72,14.5214,34485.8,19.5049
73,14.5214,85.4356,360.026
74,14.5214,38.7005,19.9806
75,14.5214,38.7005,19.2766
76,14.5214,34485.8,18.7501
77,14.5214,38.7005,360.079
78,14.5214,38.7005,18.8392
79,14.5214,38.7005,19.0912
80,14.5214,38.7005,19.0166
81,14.5214,85.4356,19.3005
82,14.5214,38.7005,19.4642
83,14.5214,38.7005,18.467
84,14.5214,38.7005,19.1382
85,14.5214,25.8431,19.2534
86,14.5214,38.7005,18.1206
87,14.5214,25.8431,18.8614
88,14.5214,38.7005,18.6867
89,14.5214,34485.8,18.6277
90,14.5214,38.7005,360.418
91,14.5214,38.7005,18.6532
92,14.5214,38.7005,19.2915
93,14.5214,38.7005,18.9847
94,14.5214,38.7005,18.6667
95,14.5214,38.7005,18.6172
96,14.5214,33.3849,19.1541
97,14.5214,38.7005,18.1995
98,14.5214,38.7005,18.4754
99,14.5214,38.7005,18.4776
