Generation,Diversity
1,2
2,2
3,2
4,2
5,4
6,1
7,2
8,3
9,2
10,2
11,2
12,4
13,2
14,1
15,2
16,1
17,1
18,1
19,3
20,2
21,2
22,1
23,3
24,3
25,3
26,3
27,3
28,1
29,2
30,2
31,3
32,2
33,4
34,1
35,4
36,2
37,2
38,3
39,2
40,2
41,2
42,2
43,4
44,2
45,2
46,2
47,2
48,1
49,2
50,2
51,2
52,3
53,2
54,1
55,3
56,3
57,4
58,2
59,3
60,2
61,1
62,2
63,4
64,1
65,3
66,2
67,2
68,1
69,2
70,1
71,2
72,3
73,3
74,1
75,1
76,1
77,3
78,2
79,4
80,2
81,1
82,2
83,3
84,2
85,2
86,2
87,3
88,2
89,2
90,4
91,2
92,2
93,4
94,3
95,4
96,3
97,3
98,2
99,2
100,2
101,3
102,2
103,2
104,4
105,3
106,3
107,2
108,4
109,1
110,2
111,3
112,1
113,2
114,2
115,3
116,4
117,1
118,1
119,2
120,3
121,2
122,2
123,1
124,4
125,2
126,4
127,2
128,2
129,1
130,3
131,1
132,2
133,3
134,3
135,1
136,4
137,1
138,4
139,2
140,3
141,4
142,1
143,2
144,3
145,2
146,1
147,2
148,2
149,4
150,2
151,2
152,1
153,3
154,1
155,1
156,2
157,1
158,2
159,2
160,2
161,2
162,3
163,4
164,2
165,2
166,2
167,3
168,3
169,3
170,4
171,3
172,3
173,1
174,2
175,3
176,3
177,1
178,1
179,3
180,2
181,3
182,4
183,1
184,1
185,1
186,2
187,1
188,2
189,2
190,3
191,2
192,2
193,2
194,2
195,2
196,3
197,2
198,4
199,3
200,2
201,3
202,4
203,3
204,3
205,1
206,1
207,2
208,1
209,1
210,2
211,1
212,3
213,1
214,1
215,3
216,1
217,3
218,2
219,2
220,1
221,2
222,3
223,2
224,1
225,4
226,2
227,1
228,1
229,4
230,3
231,2
232,2
233,1
234,3
235,1
236,2
237,3
238,4
239,2
240,4
241,3
242,1
243,3
244,1
245,3
246,2
247,2
248,2
249,3
250,2
251,3
252,4
253,2
254,2
255,1
256,1
257,3
258,3
259,1
260,1
261,2
262,2
263,2
264,5
265,2
266,3
267,1
268,2
269,2
270,3
271,1
272,2
273,4
274,2
275,3
276,2
277,2
278,2
279,4
280,3
281,1
282,4
283,2
284,3
285,2
286,3
287,2
288,3
289,4
290,1
291,3
292,2
293,3
294,3
295,2
296,1
297,3
298,3
299,3
300,3
301,2
302,2
303,2
304,2
305,1
306,1
307,4
308,3
309,2
310,3
311,1
312,3
313,2
314,4
315,3
316,2
317,2
318,2
319,1
320,2
321,3
322,2
323,1
324,2
325,2
326,1
327,2
328,2
329,3
330,2
331,1
332,1
333,2
334,2
335,2
336,2
337,2
338,1
339,3
340,3
341,1
342,1
343,3
344,2
345,2
346,2
347,2
348,3
349,2
350,2
351,3
352,3
353,3
354,1
355,2
356,3
357,1
358,2
359,3
360,1
361,2
362,4
363,2
364,2
365,1
366,1
367,2
368,3
369,4
370,1
371,2
372,3
373,2
374,4
375,3
376,1
377,3
378,2
379,3
380,2
381,1
382,3
383,2
384,3
385,2
386,2
387,3
388,1
389,2
390,1
391,3
392,1
393,2
394,4
395,1
396,2
397,2
398,4
399,2
400,3
401,2
402,2
403,2
404,2
405,2
406,2
407,2
408,1
409,3
410,3
411,1
412,2
413,2
414,1
415,1
416,1
417,2
418,1
419,4
420,2
421,2
422,3
423,3
424,2
425,1
426,2
427,3
428,3
429,3
430,1
431,3
432,2
433,2
434,2
435,2
436,3
437,2
438,2
439,1
440,2
441,1
442,3
443,3
444,2
445,1
446,2
447,2
448,2
449,3
450,2
451,1
452,2
453,2
454,3
455,1
456,2
457,3
458,2
459,2
460,2
461,2
462,3
463,2
464,2
465,2
466,2
467,3
468,2
469,4
470,3
471,2
472,2
473,1
474,2
475,3
476,1
477,2
478,3
479,3
480,2
481,4
482,2
483,2
484,1
485,2
486,3
487,2
488,3
489,1
490,3
491,2
492,2
493,2
494,3
495,1
496,3
497,2
498,1
499,3
