Gerneration,Depth average
1,5.44554
2,5.46535
3,4.48515
4,4.54455
5,4.60396
6,4.61386
7,4.66337
8,4.54455
9,4.61386
10,4.70297
11,4.52475
12,4.57426
13,4.55446
14,4.59406
15,4.67327
16,4.55446
17,4.66337
18,4.55446
19,4.58416
20,4.65347
21,4.64356
22,4.61386
23,4.57426
24,4.56436
25,4.61386
26,4.58416
27,4.59406
28,4.67327
29,4.56436
30,4.72277
31,4.48515
32,4.60396
33,4.72277
34,4.56436
35,4.51485
36,4.54455
37,4.59406
38,4.51485
39,4.61386
40,4.56436
41,4.53465
42,4.63366
43,4.54455
44,4.48515
45,4.57426
46,4.64356
47,4.49505
48,4.58416
49,4.65347
50,4.50495
51,4.55446
52,4.55446
53,4.60396
54,4.61386
55,4.44554
56,4.52475
57,4.58416
58,4.54455
59,4.50495
60,4.48515
61,4.41584
62,4.62376
63,4.52475
64,4.53465
65,4.62376
66,4.53465
67,4.57426
68,4.54455
69,4.59406
70,4.50495
71,4.61386
72,4.46535
73,4.51485
74,4.60396
75,4.66337
76,4.49505
77,4.56436
78,4.50495
79,4.56436
80,4.48515
81,4.55446
82,4.61386
83,4.45545
84,4.57426
85,4.63366
86,4.61386
87,4.61386
88,4.46535
89,4.63366
90,4.63366
91,4.67327
92,4.54455
93,4.56436
94,4.40594
95,4.47525
96,4.59406
97,4.48515
98,4.62376
99,4.58416
