Gerneration,Depth average
1,4.91089
2,5.58416
3,5.88119
4,6.38614
5,7.14851
6,7.11881
7,7.24752
8,7.17822
9,4.63366
10,4.51485
11,4.50495
12,4.60396
13,4.54455
14,4.44554
15,4.54455
16,4.50495
17,4.54455
18,4.60396
19,4.53465
20,4.52475
21,4.40594
22,4.56436
23,4.64356
24,4.58416
25,4.54455
26,4.58416
27,4.53465
28,4.63366
29,4.60396
30,4.29703
31,4.67327
32,4.53465
33,4.59406
34,4.65347
35,4.59406
36,4.41584
37,4.47525
38,4.64356
39,4.57426
40,4.61386
41,4.54455
42,4.61386
43,4.40594
44,4.52475
45,4.55446
46,4.59406
47,4.47525
48,4.54455
49,4.42574
50,4.70297
51,4.53465
52,4.64356
53,4.52475
54,4.55446
55,4.51485
56,4.52475
57,4.40594
58,4.66337
59,4.51485
60,4.74257
61,4.54455
62,4.57426
63,4.61386
64,4.46535
65,4.55446
66,4.30693
67,4.58416
68,4.37624
69,4.62376
70,4.41584
71,4.64356
72,4.59406
73,4.64356
74,4.55446
75,4.63366
76,4.58416
77,4.55446
78,4.45545
79,4.54455
80,4.57426
81,4.48515
82,4.60396
83,4.73267
84,4.52475
85,4.58416
86,4.45545
87,4.60396
88,4.57426
89,4.62376
90,4.52475
91,4.62376
92,4.49505
93,4.66337
94,4.62376
95,4.39604
96,4.57426
97,4.52475
98,4.61386
99,4.57426
