Gerneration,Depth average
1,2.79441
2,2.78244
3,2.7984
4,2.78842
5,2.81238
6,2.79242
7,2.77645
8,2.78443
9,2.79441
10,2.81437
11,2.8004
12,2.8004
13,2.81238
14,2.82036
15,2.78842
16,2.81637
17,2.8024
18,2.78643
19,2.80838
20,2.80838
21,2.77844
22,2.78643
23,2.77445
24,2.77645
25,2.77046
26,2.81437
27,2.78244
28,2.77046
29,2.78643
30,2.78044
31,2.78842
32,2.77046
33,2.78044
34,2.76647
35,2.77645
36,2.82036
37,2.80838
38,2.7984
39,2.81038
40,2.77844
41,2.77844
42,2.78842
43,2.80838
44,2.78244
45,2.77645
46,2.79641
47,2.81836
48,2.7984
49,2.79242
