Gerneration,Depth average
1,3.91089
2,3.35644
3,2.93069
4,2.64356
5,2.55446
6,2.31683
7,2.27723
8,2.31683
9,2.49505
10,2.63366
11,2.75248
12,2.76238
13,2.84158
14,3.0198
15,3.0495
16,3.18812
17,3.47525
18,3.60396
19,3.77228
20,3.94059
21,3.92079
22,3.90099
23,4
24,3.9802
25,3.9802
26,3.94059
27,3.9604
28,3.9901
29,4.09901
30,4.31683
31,4.33663
32,4.42574
33,4.35644
34,4.28713
35,4.26733
36,4.38614
37,4.28713
38,4.27723
39,4.06931
40,4.08911
41,4.21782
42,4.13861
43,4.0396
44,4.35644
45,4.38614
46,4.45545
47,4.29703
48,4.27723
49,4.21782
50,4.24752
51,4.26733
52,4.19802
53,4.29703
54,4.38614
55,4.28713
56,4.11881
57,4.0495
58,4.19802
59,4.14851
60,4.25743
61,4.21782
62,4.24752
63,4.20792
64,4.18812
65,4.26733
66,4.23762
67,4.24752
68,4.30693
69,4.16832
70,4.21782
71,4.28713
72,4.35644
73,4.19802
74,4.18812
75,4.28713
76,4.30693
77,4.07921
78,4.11881
79,3.9703
80,4.08911
81,4.21782
82,4.15842
83,4.32673
84,4.29703
85,4.34653
86,4.41584
87,4.32673
88,4.30693
89,4.31683
90,4.17822
91,4.09901
92,4.0198
93,4.07921
94,4.16832
95,4.28713
96,4.16832
97,4.11881
98,4.25743
99,4.35644
