Generation,Diversity
1,68
2,47
3,30
4,22
5,19
6,17
7,13
8,13
9,11
10,17
11,11
12,11
13,11
14,12
15,13
16,10
17,10
18,8
19,10
20,12
21,13
22,11
23,12
24,15
25,10
26,12
27,13
28,11
29,11
30,14
31,10
32,10
33,9
34,12
35,14
36,12
37,11
38,10
39,9
40,11
41,12
42,12
43,11
44,13
45,11
46,13
47,12
48,15
49,12
50,10
51,10
52,14
53,13
54,8
55,12
56,13
57,12
58,9
59,14
60,11
61,12
62,12
63,12
64,13
65,12
66,14
67,16
68,17
69,18
70,16
71,22
72,18
73,15
74,22
75,22
76,20
77,16
78,21
79,25
80,22
81,20
82,22
83,19
84,14
85,17
86,19
87,20
88,18
89,18
90,19
91,16
92,16
93,17
94,16
95,15
96,17
97,18
98,16
99,13
