Generation,Diversity
1,68
2,51
3,46
4,30
5,29
6,31
7,24
8,23
9,19
10,32
11,35
12,39
13,40
14,40
15,43
16,40
17,45
18,44
19,40
20,48
21,49
22,43
23,41
24,39
25,47
26,44
27,53
28,53
29,54
30,46
31,40
32,41
33,45
34,45
35,41
36,36
37,43
38,44
39,43
40,44
41,46
42,43
43,40
44,44
45,40
46,32
47,38
48,35
49,43
50,33
51,37
52,34
53,40
54,37
55,36
56,41
57,38
58,41
59,45
60,43
61,41
62,43
63,46
64,45
65,51
66,48
67,48
68,44
69,40
70,41
71,44
72,48
73,43
74,44
75,54
76,50
77,43
78,45
79,52
80,51
81,45
82,39
83,51
84,41
85,50
86,47
87,48
88,43
89,45
90,43
91,47
92,48
93,48
94,48
95,52
96,51
97,34
98,34
99,44
