Gerneration,Depth average
1,7.13861
2,7.12871
3,7.27723
4,7.31683
5,7.32673
6,7.18812
7,7.45545
8,7.27723
9,7.20792
10,7.22772
11,7.05941
12,7.41584
13,7.06931
14,6.9802
15,7.26733
16,7
17,7.11881
18,7.32673
19,7.15842
20,7.16832
21,7.08911
22,7.22772
23,7.28713
24,7.19802
25,7.30693
26,7.38614
27,7.21782
28,6.90099
29,7.17822
30,7.33663
31,7.23762
32,7.43564
33,7.19802
34,7.15842
35,6.9604
36,7.08911
37,7.13861
38,7.0198
39,7.09901
40,7.11881
41,7.31683
42,7.30693
43,7.09901
44,7.10891
45,7.28713
46,6.9604
47,6.94059
48,6.9802
49,7.10891
50,7.13861
51,7.11881
52,7.05941
53,7.24752
54,7.38614
55,7.10891
56,7.20792
57,7.37624
58,7.0297
59,7.21782
60,7.07921
61,7.11881
62,7.43564
63,6.9505
64,7.12871
65,7.16832
66,6.84158
67,6.9505
68,7.10891
69,7.17822
70,7.12871
71,7.21782
72,6.79208
73,7.0396
74,7.11881
75,7.36634
76,7.0099
77,7.29703
78,7.0495
79,6.88119
80,7
81,6.93069
82,7.11881
83,7.11881
84,7.20792
85,7.34653
86,7.0099
87,6.9505
88,7.10891
89,7.0297
90,7.16832
91,7.20792
92,7.15842
93,7.53465
94,7.0396
95,7.22772
96,7.15842
97,7.26733
98,7.0396
99,7.12871
