Generation,Diversity
1,74
2,59
3,45
4,47
5,42
6,46
7,45
8,38
9,45
10,39
11,43
12,36
13,41
14,39
15,41
16,47
17,43
18,50
19,48
20,49
21,45
22,36
23,43
24,48
25,41
26,42
27,43
28,35
29,39
30,35
31,30
32,24
33,31
34,31
35,34
36,37
37,37
38,39
39,46
40,44
41,43
42,40
43,33
44,41
45,38
46,35
47,31
48,25
49,24
50,20
51,22
52,23
53,21
54,24
55,22
56,18
57,22
58,20
59,20
60,19
61,16
62,16
63,21
64,18
65,21
66,15
67,21
68,23
69,24
70,22
71,18
72,15
73,18
74,18
75,17
76,18
77,12
78,13
79,12
80,21
81,15
82,17
83,20
84,24
85,26
86,26
87,24
88,20
89,18
90,21
91,23
92,21
93,19
94,16
95,13
96,14
97,15
98,17
99,16
