Generation,Diversity
1,60
2,46
3,31
4,22
5,18
6,17
7,22
8,13
9,13
10,14
11,15
12,15
13,19
14,14
15,15
16,14
17,14
18,13
19,15
20,18
21,15
22,15
23,15
24,16
25,14
26,13
27,11
28,8
29,9
30,8
31,9
32,9
33,6
34,6
35,8
36,8
37,8
38,6
39,6
40,7
41,10
42,9
43,8
44,7
45,7
46,9
47,7
48,6
49,9
50,7
51,9
52,8
53,8
54,7
55,8
56,7
57,8
58,9
59,7
60,6
61,7
62,7
63,9
64,10
65,9
66,13
67,13
68,10
69,9
70,12
71,10
72,12
73,13
74,12
75,13
76,12
77,8
78,9
79,7
80,9
81,8
82,10
83,10
84,12
85,12
86,9
87,9
88,11
89,12
90,7
91,8
92,6
93,8
94,9
95,9
96,11
97,9
98,12
99,7
