Generation,Diversity
1,72
2,52
3,41
4,35
5,27
6,20
7,15
8,15
9,18
10,20
11,16
12,17
13,17
14,16
15,18
16,13
17,13
18,12
19,11
20,10
21,11
22,8
23,11
24,12
25,7
26,8
27,8
28,7
29,7
30,6
31,7
32,9
33,10
34,9
35,7
36,7
37,8
38,8
39,8
40,9
41,6
42,6
43,5
44,6
45,6
46,7
47,9
48,6
49,6
50,11
51,10
52,9
53,11
54,6
55,8
56,5
57,7
58,10
59,12
60,9
61,7
62,7
63,8
64,7
65,6
66,6
67,6
68,8
69,7
70,6
71,7
72,6
73,9
74,11
75,8
76,13
77,9
78,8
79,8
80,7
81,9
82,6
83,7
84,7
85,7
86,5
87,6
88,5
89,7
90,6
91,6
92,4
93,6
94,5
95,6
96,7
97,7
98,6
99,7
