Generation,Diversity
1,2
2,2
3,5
4,5
5,4
6,3
7,3
8,3
9,5
10,6
11,5
12,5
13,4
14,4
15,2
16,5
17,4
18,5
19,4
20,6
21,3
22,3
23,2
24,2
25,5
26,3
27,4
28,8
29,6
30,2
31,4
32,5
33,4
34,3
35,5
36,5
37,4
38,5
39,5
40,5
41,4
42,5
43,2
44,3
45,3
46,6
47,3
48,5
49,4
50,3
51,5
52,4
53,4
54,3
55,5
56,4
57,6
58,5
59,4
60,6
61,5
62,4
63,6
64,5
65,2
66,5
67,4
68,4
69,4
70,3
71,5
72,2
73,3
74,3
75,5
76,4
77,3
78,4
79,4
80,5
81,4
82,6
83,4
84,3
85,6
86,3
87,6
88,7
89,5
90,4
91,2
92,2
93,3
94,3
95,6
96,2
97,2
98,3
99,3
