Generation,Diversity
1,13
2,8
3,11
4,9
5,10
6,7
7,7
8,7
9,7
10,7
11,7
12,6
13,7
14,7
15,6
16,7
17,6
18,6
19,6
20,7
21,8
22,7
23,5
24,8
25,7
26,6
27,8
28,6
29,6
30,6
31,6
32,7
33,7
34,7
35,7
36,7
37,7
38,6
39,8
40,7
41,6
42,7
43,7
44,6
45,6
46,6
47,6
48,6
49,8
50,6
51,7
52,7
53,7
54,7
55,6
56,10
57,5
58,7
59,8
60,6
61,6
62,6
63,7
64,4
65,5
66,6
67,6
68,7
69,8
70,8
71,6
72,8
73,8
74,7
75,5
76,7
77,7
78,7
79,7
80,7
81,6
82,6
83,7
84,6
85,8
86,8
87,7
88,8
89,7
90,9
91,8
92,6
93,6
94,7
95,6
96,8
97,7
98,7
99,6
