Generation,Diversity
1,7
2,8
3,8
4,10
5,10
6,9
7,9
8,8
9,8
10,9
11,11
12,10
13,11
14,7
15,8
16,8
17,10
18,9
19,9
20,8
21,9
22,10
23,9
24,10
25,10
26,9
27,10
28,10
29,9
30,11
31,9
32,8
33,7
34,7
35,9
36,7
37,10
38,9
39,11
40,10
41,9
42,9
43,8
44,9
45,8
46,10
47,8
48,8
49,10
50,10
51,6
52,12
53,9
54,11
55,7
56,9
57,8
58,9
59,9
60,10
61,8
62,8
63,11
64,9
65,8
66,8
67,8
68,9
69,10
70,10
71,9
72,11
73,9
74,10
75,10
76,11
77,10
78,9
79,8
80,8
81,11
82,9
83,10
84,10
85,9
86,7
87,8
88,8
89,8
90,8
91,10
92,10
93,11
94,9
95,7
96,11
97,9
98,9
99,11
