Generation,Diversity
1,59
2,46
3,39
4,32
5,32
6,32
7,22
8,35
9,34
10,34
11,30
12,32
13,36
14,33
15,32
16,38
17,34
18,26
19,25
20,25
21,26
22,23
23,26
24,21
25,20
26,20
27,27
28,24
29,27
30,22
31,18
32,23
33,23
34,28
35,28
36,26
37,27
38,26
39,31
40,31
41,26
42,25
43,21
44,26
45,29
46,29
47,28
48,25
49,31
50,25
51,28
52,25
53,32
54,37
55,34
56,30
57,31
58,28
59,27
60,26
61,25
62,23
63,24
64,19
65,18
66,14
67,21
68,19
69,18
70,19
71,20
72,14
73,16
74,20
75,17
76,14
77,13
78,13
79,18
80,19
81,17
82,19
83,14
84,14
85,16
86,21
87,18
88,16
89,18
90,15
91,15
92,18
93,13
94,17
95,17
96,18
97,16
98,15
99,10
