Generation,Diversity
1,69
2,44
3,31
4,28
5,21
6,16
7,15
8,12
9,12
10,10
11,13
12,16
13,17
14,12
15,9
16,10
17,8
18,7
19,8
20,8
21,10
22,10
23,9
24,11
25,7
26,6
27,7
28,6
29,9
30,9
31,8
32,6
33,4
34,5
35,6
36,5
37,7
38,6
39,4
40,7
41,6
42,7
43,6
44,7
45,5
46,3
47,6
48,5
49,4
50,6
51,6
52,6
53,5
54,5
55,6
56,6
57,10
58,9
59,6
60,6
61,6
62,6
63,4
64,4
65,6
66,5
67,3
68,2
69,2
70,2
71,5
72,5
73,5
74,8
75,6
76,4
77,4
78,5
79,4
80,7
81,7
82,4
83,4
84,6
85,4
86,5
87,7
88,4
89,4
90,3
91,4
92,4
93,8
94,5
95,4
96,6
97,4
98,8
99,5
