Gerneration,Depth average
1,4.26733
2,4.07921
3,4.0396
4,4.26733
5,3.72277
6,3.55446
7,3.54455
8,3.65347
9,3.58416
10,3.78218
11,4.42574
12,4.56436
13,4.86139
14,4.76238
15,4.87129
16,5
17,5.0099
18,4.57426
19,4.19802
20,4.0198
21,4.0396
22,4.08911
23,4.89109
24,5.07921
25,5.19802
26,5.41584
27,5.53465
28,5.34653
29,5.46535
30,4.87129
31,4.66337
32,4.30693
33,4.38614
34,4.58416
35,4.55446
36,4.41584
37,4.38614
38,4.18812
39,4.27723
40,4.84158
41,5.13861
42,5.29703
43,5.06931
44,5.26733
45,5.63366
46,5.22772
47,4.59406
48,4.05941
49,4.05941
50,3.83168
51,3.94059
52,4.20792
53,3.9505
54,4.69307
55,4.82178
56,4.40594
57,4.76238
58,4.44554
59,4
60,3.94059
61,3.87129
62,4.20792
63,4.51485
64,4.45545
65,4.66337
66,5.34653
67,5.47525
68,5.43564
69,5.31683
70,5.65347
71,5.31683
72,5.37624
73,5.26733
74,5.55446
75,5.40594
76,5.63366
77,5.67327
78,5.36634
79,4.9901
80,4.88119
81,5.05941
82,5.52475
83,5.41584
84,5.0198
85,5.09901
86,4.85149
87,4.62376
88,4.76238
89,5.0198
90,5.61386
91,6.15842
92,5.57426
93,5.64356
94,5.55446
95,5.09901
96,4.79208
97,4.34653
98,3.85149
99,3.74257
