Generation,Diversity
1,6
2,5
3,4
4,5
5,5
6,8
7,7
8,6
9,7
10,8
11,7
12,6
13,7
14,7
15,5
16,6
17,9
18,8
19,5
20,6
21,6
22,4
23,9
24,6
25,4
26,6
27,7
28,6
29,6
30,6
31,4
32,6
33,6
34,5
35,5
36,5
37,6
38,6
39,6
40,7
41,7
42,5
43,6
44,4
45,6
46,7
47,8
48,5
49,6
50,7
51,7
52,7
53,6
54,5
55,8
56,6
57,6
58,6
59,6
60,6
61,7
62,7
63,6
64,6
65,6
66,6
67,5
68,4
69,6
70,6
71,5
72,4
73,8
74,5
75,4
76,6
77,7
78,6
79,4
80,6
81,4
82,7
83,7
84,5
85,8
86,6
87,7
88,6
89,4
90,6
91,8
92,7
93,4
94,7
95,8
96,6
97,8
98,5
99,9
