Generation,Diversity
1,78
2,68
3,72
4,66
5,67
6,68
7,58
8,58
9,55
10,63
11,61
12,60
13,56
14,64
15,53
16,54
17,58
18,59
19,56
20,51
21,56
22,55
23,57
24,51
25,56
26,57
27,58
28,51
29,51
30,57
31,51
32,59
33,59
34,54
35,57
36,53
37,52
38,51
39,54
40,50
41,44
42,36
43,40
44,38
45,40
46,39
47,39
48,41
49,41
50,35
51,40
52,41
53,39
54,41
55,41
56,40
57,42
58,43
59,41
60,42
61,42
62,44
63,37
64,36
65,41
66,41
67,42
68,40
69,40
70,44
71,39
72,43
73,39
74,39
75,39
76,41
77,35
78,39
79,40
80,42
81,42
82,39
83,42
84,41
85,41
86,40
87,37
88,43
89,41
90,39
91,41
92,41
93,45
94,43
95,41
96,39
97,41
98,45
99,41
