Generation,Diversity
1,2
2,3
3,3
4,3
5,1
6,2
7,2
8,4
9,3
10,1
11,4
12,2
13,3
14,3
15,2
16,4
17,2
18,2
19,2
20,5
21,3
22,2
23,2
24,2
25,1
26,1
27,4
28,2
29,1
30,4
31,2
32,1
33,1
34,1
35,2
36,2
37,2
38,2
39,1
40,1
41,4
42,2
43,2
44,3
45,2
46,4
47,2
48,1
49,5
50,1
51,3
52,4
53,1
54,1
55,2
56,2
57,2
58,2
59,3
60,1
61,2
62,4
63,3
64,3
65,6
66,3
67,2
68,2
69,2
70,2
71,2
72,1
73,4
74,1
75,3
76,2
77,3
78,4
79,2
80,7
81,2
82,5
83,3
84,2
85,2
86,2
87,2
88,2
89,2
90,1
91,1
92,2
93,2
94,2
95,2
96,3
97,2
98,1
99,1
