Gerneration,Depth average
1,2.81188
2,2.78218
3,2.85149
4,2.77228
5,2.80198
6,2.81188
7,2.75248
8,2.82178
9,2.82178
10,2.72277
11,2.80198
12,2.82178
13,2.76238
14,2.71287
15,2.87129
16,2.85149
17,2.82178
18,2.80198
19,2.78218
20,2.80198
21,2.80198
22,2.80198
23,2.70297
24,2.81188
25,2.77228
26,2.75248
27,2.79208
28,2.80198
29,2.79208
30,2.77228
31,2.81188
32,2.77228
33,2.77228
34,2.83168
35,2.84158
36,2.75248
37,2.80198
38,2.75248
39,2.78218
40,2.76238
41,2.80198
42,2.80198
43,2.79208
44,2.80198
45,2.74257
46,2.82178
47,2.86139
48,2.79208
49,2.74257
50,2.80198
51,2.80198
52,2.78218
53,2.78218
54,2.84158
55,2.87129
56,2.77228
57,2.85149
58,2.80198
59,2.81188
60,2.76238
61,2.80198
62,2.82178
63,2.80198
64,2.80198
65,2.80198
66,2.75248
67,2.87129
68,2.82178
69,2.80198
70,2.78218
71,2.77228
72,2.80198
73,2.79208
74,2.80198
75,2.73267
76,2.82178
77,2.80198
78,2.82178
79,2.83168
80,2.79208
81,2.81188
82,2.79208
83,2.83168
84,2.80198
85,2.83168
86,2.79208
87,2.80198
88,2.82178
89,2.84158
90,2.75248
91,2.78218
92,2.80198
93,2.80198
94,2.78218
95,2.78218
96,2.74257
97,2.82178
98,2.80198
99,2.75248
