Generation,Diversity
1,11
2,11
3,11
4,13
5,11
6,11
7,11
8,11
9,14
10,11
11,10
12,12
13,11
14,14
15,14
16,13
17,12
18,13
19,11
20,15
21,14
22,12
23,13
24,14
25,13
26,12
27,11
28,14
29,11
30,13
31,13
32,13
33,16
34,14
35,13
36,14
37,15
38,13
39,14
40,13
41,14
42,10
43,10
44,13
45,13
46,13
47,13
48,11
49,12
50,9
51,8
52,9
53,9
54,9
55,10
56,10
57,9
58,12
59,9
60,11
61,10
62,8
63,11
64,10
65,11
66,9
67,8
68,9
69,11
70,11
71,10
72,10
73,10
74,10
75,12
76,8
77,8
78,10
79,10
80,12
81,9
82,9
83,9
84,10
85,7
86,12
87,10
88,11
89,9
90,9
91,9
92,11
93,13
94,12
95,11
96,10
97,10
98,11
99,10
