Generation,Diversity
1,68
2,42
3,34
4,24
5,12
6,8
7,10
8,7
9,9
10,7
11,6
12,6
13,5
14,5
15,7
16,4
17,6
18,4
19,4
20,4
21,4
22,4
23,4
24,3
25,4
26,7
27,7
28,5
29,5
30,8
31,4
32,5
33,5
34,8
35,6
36,6
37,4
38,4
39,6
40,5
41,5
42,3
43,6
44,3
45,4
46,3
47,5
48,7
49,7
50,4
51,3
52,3
53,4
54,5
55,6
56,4
57,4
58,3
59,6
60,6
61,7
62,5
63,3
64,6
65,7
66,5
67,8
68,9
69,8
70,9
71,11
72,11
73,12
74,14
75,12
76,11
77,9
78,9
79,11
80,9
81,8
82,9
83,6
84,10
85,10
86,10
87,7
88,9
89,10
90,10
91,9
92,8
93,9
94,9
95,11
96,8
97,9
98,12
99,7
