Generation,Diversity
1,5
2,4
3,4
4,4
5,4
6,5
7,5
8,4
9,4
10,4
11,4
12,4
13,4
14,3
15,4
16,4
17,4
18,4
19,4
20,5
21,4
22,5
23,4
24,4
25,4
26,4
27,4
28,5
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,4
38,4
39,4
40,4
41,4
42,5
43,4
44,4
45,5
46,5
47,4
48,4
49,5
50,5
51,5
52,5
53,4
54,4
55,4
56,4
57,4
58,5
59,6
60,4
61,4
62,6
63,4
64,5
65,4
66,5
67,4
68,5
69,4
70,5
71,4
72,4
73,4
74,4
75,4
76,5
77,4
78,4
79,4
80,4
81,4
82,4
83,4
84,4
85,3
86,5
87,4
88,4
89,5
90,4
91,4
92,4
93,6
94,4
95,4
96,4
97,4
98,4
99,5
