Generation,Diversity
1,14
2,11
3,7
4,6
5,7
6,8
7,8
8,11
9,10
10,7
11,8
12,7
13,10
14,7
15,10
16,8
17,9
18,8
19,7
20,8
21,9
22,11
23,8
24,9
25,7
26,10
27,8
28,8
29,9
30,9
31,10
32,8
33,10
34,7
35,9
36,8
37,9
38,8
39,6
40,9
41,9
42,7
43,9
44,7
45,8
46,7
47,10
48,8
49,7
50,8
51,6
52,10
53,9
54,9
55,9
56,8
57,9
58,5
59,6
60,10
61,10
62,9
63,7
64,10
65,8
66,10
67,6
68,9
69,10
70,8
71,9
72,11
73,9
74,10
75,8
76,8
77,7
78,9
79,8
80,8
81,9
82,7
83,7
84,7
85,9
86,7
87,7
88,8
89,10
90,9
91,6
92,8
93,10
94,8
95,10
96,10
97,7
98,9
99,8
