Generation,Diversity
1,6
2,6
3,6
4,7
5,6
6,8
7,7
8,5
9,6
10,5
11,6
12,8
13,6
14,4
15,9
16,7
17,5
18,5
19,5
20,4
21,6
22,8
23,7
24,6
25,8
26,7
27,6
28,7
29,7
30,6
31,5
32,6
33,6
34,5
35,6
36,4
37,8
38,8
39,6
40,6
41,7
42,5
43,5
44,7
45,7
46,9
47,6
48,5
49,6
50,5
51,7
52,6
53,10
54,5
55,6
56,7
57,6
58,7
59,7
60,5
61,7
62,6
63,6
64,7
65,6
66,5
67,4
68,5
69,6
70,6
71,8
72,7
73,8
74,7
75,7
76,6
77,6
78,7
79,6
80,7
81,6
82,7
83,6
84,5
85,7
86,5
87,4
88,7
89,7
90,5
91,7
92,8
93,6
94,6
95,7
96,7
97,7
98,6
99,5
100,6
101,6
102,4
103,9
104,6
105,5
106,5
107,5
108,6
109,4
110,7
111,5
112,6
113,5
114,6
115,5
116,6
117,6
118,6
119,6
120,4
121,7
122,7
123,6
124,4
125,5
126,7
127,6
128,11
129,6
130,5
131,6
132,7
133,6
134,5
135,5
136,4
137,5
138,6
139,7
140,7
141,5
142,7
143,7
144,11
145,7
146,6
147,6
148,9
149,6
150,6
151,8
152,7
153,6
154,8
155,6
156,5
157,6
158,7
159,4
160,7
161,6
162,5
163,6
164,5
165,6
166,5
167,11
168,6
169,5
170,7
171,7
172,10
173,5
174,6
175,5
176,7
177,5
178,7
179,6
180,6
181,8
182,6
183,6
184,6
185,6
186,5
187,6
188,5
189,5
190,7
191,6
192,6
193,5
194,5
195,4
196,5
197,5
198,6
199,8
200,6
201,4
202,6
203,6
204,4
205,4
206,5
207,7
208,7
209,6
210,4
211,11
212,6
213,5
214,7
215,4
216,7
217,5
218,7
219,6
220,6
221,5
222,5
223,6
224,5
225,7
226,5
227,6
228,8
229,7
230,6
231,6
232,4
233,6
234,4
235,8
236,7
237,5
238,7
239,6
240,8
241,5
242,8
243,5
244,6
245,5
246,6
247,7
248,6
249,6
250,5
251,5
252,6
253,5
254,5
255,9
256,5
257,8
258,7
259,6
260,4
261,6
262,5
263,7
264,4
265,6
266,6
267,8
268,7
269,4
270,7
271,5
272,5
273,6
274,6
275,4
276,8
277,5
278,8
279,6
280,5
281,5
282,6
283,6
284,7
285,4
286,5
287,6
288,6
289,5
290,5
291,5
292,6
293,5
294,6
295,5
296,6
297,5
298,5
299,7
300,5
301,4
302,9
303,7
304,6
305,8
306,4
307,5
308,5
309,7
310,7
311,6
312,6
313,8
314,5
315,6
316,7
317,8
318,5
319,4
320,4
321,6
322,6
323,4
324,5
325,8
326,5
327,5
328,7
329,5
330,8
331,7
332,5
333,5
334,5
335,4
336,7
337,5
338,6
339,9
340,5
341,6
342,7
343,6
344,9
345,5
346,7
347,7
348,6
349,8
350,6
351,7
352,6
353,6
354,6
355,5
356,8
357,7
358,8
359,8
360,5
361,7
362,10
363,4
364,7
365,5
366,5
367,6
368,7
369,7
370,7
371,6
372,7
373,4
374,5
375,7
376,6
377,6
378,4
379,5
380,11
381,6
382,6
383,5
384,7
385,4
386,9
387,4
388,5
389,7
390,7
391,7
392,7
393,4
394,7
395,7
396,7
397,5
398,7
399,6
400,6
401,5
402,8
403,6
404,4
405,6
406,6
407,6
408,4
409,4
410,6
411,8
412,4
413,5
414,6
415,7
416,7
417,6
418,6
419,5
420,7
421,7
422,5
423,5
424,6
425,4
426,6
427,6
428,5
429,7
430,4
431,6
432,8
433,5
434,4
435,4
436,5
437,6
438,7
439,8
440,5
441,7
442,6
443,7
444,6
445,6
446,4
447,6
448,6
449,6
450,6
451,6
452,7
453,5
454,6
455,7
456,6
457,5
458,6
459,5
460,6
461,6
462,6
463,7
464,6
465,6
466,8
467,6
468,8
469,6
470,7
471,5
472,6
473,5
474,6
475,7
476,8
477,7
478,5
479,4
480,5
481,5
482,6
483,5
484,5
485,7
486,6
487,5
488,7
489,8
490,5
491,6
492,7
493,7
494,6
495,5
496,6
497,5
498,6
499,6
