Gerneration,Depth average
1,2.76238
2,2.77228
3,2.77228
4,2.80198
5,2.79208
6,2.82178
7,2.77228
8,2.83168
9,2.77228
10,2.79208
11,2.80198
12,2.78218
13,2.82178
14,2.81188
15,2.71287
16,2.75248
17,2.85149
18,2.76238
19,2.82178
20,2.82178
21,2.79208
22,2.81188
23,2.80198
24,2.77228
25,2.82178
26,2.79208
27,2.86139
28,2.78218
29,2.78218
30,2.73267
31,2.76238
32,2.81188
33,2.82178
34,2.72277
35,2.80198
36,2.89109
37,2.79208
38,2.79208
39,2.83168
40,2.78218
41,2.81188
42,2.81188
43,2.75248
44,2.79208
45,2.85149
46,2.74257
47,2.81188
48,2.77228
49,2.78218
