Generation,Diversity
1,1
2,2
3,3
4,1
5,2
6,1
7,1
8,1
9,2
10,2
11,1
12,4
13,2
14,2
15,1
16,1
17,1
18,1
19,2
20,1
21,2
22,1
23,2
24,2
25,3
26,2
27,2
28,2
29,1
30,2
31,2
32,2
33,1
34,1
35,1
36,1
37,1
38,2
39,1
40,2
41,2
42,1
43,3
44,2
45,2
46,1
47,2
48,1
49,3
50,1
51,1
52,1
53,2
54,2
55,2
56,1
57,2
58,1
59,1
60,2
61,1
62,1
63,2
64,1
65,3
66,3
67,2
68,1
69,2
70,2
71,2
72,1
73,2
74,2
75,1
76,2
77,1
78,2
79,2
80,3
81,2
82,1
83,1
84,1
85,3
86,2
87,1
88,1
89,1
90,1
91,2
92,2
93,3
94,2
95,2
96,1
97,3
98,1
99,2
100,3
101,1
102,1
103,1
104,3
105,1
106,2
107,4
108,2
109,2
110,1
111,3
112,2
113,2
114,1
115,2
116,4
117,3
118,2
119,1
120,1
121,2
122,2
123,2
124,1
125,2
126,1
127,1
128,2
129,1
130,1
131,4
132,2
133,2
134,2
135,1
136,2
137,1
138,2
139,1
140,3
141,3
142,2
143,1
144,3
145,1
146,3
147,1
148,4
149,2
150,2
151,2
152,1
153,2
154,2
155,2
156,2
157,2
158,2
159,3
160,1
161,1
162,1
163,2
164,1
165,3
166,3
167,2
168,2
169,1
170,2
171,2
172,2
173,2
174,3
175,1
176,1
177,3
178,2
179,2
180,1
181,1
182,1
183,2
184,1
185,1
186,1
187,1
188,1
189,2
190,1
191,2
192,2
193,2
194,1
195,1
196,1
197,2
198,2
199,1
200,1
201,1
202,2
203,2
204,2
205,1
206,1
207,2
208,1
209,2
210,1
211,2
212,3
213,3
214,1
215,2
216,2
217,3
218,2
219,2
220,3
221,1
222,1
223,2
224,3
225,2
226,1
227,1
228,1
229,2
230,2
231,1
232,2
233,1
234,4
235,1
236,2
237,1
238,1
239,2
240,3
241,3
242,1
243,2
244,1
245,1
246,1
247,1
248,2
249,2
250,1
251,1
252,2
253,3
254,1
255,2
256,1
257,2
258,1
259,1
260,1
261,1
262,2
263,2
264,3
265,1
266,2
267,2
268,3
269,1
270,2
271,2
272,1
273,1
274,1
275,3
276,1
277,1
278,1
279,3
280,1
281,2
282,1
283,1
284,3
285,2
286,1
287,2
288,2
289,1
290,1
291,1
292,2
293,2
294,1
295,1
296,3
297,1
298,2
299,1
300,2
301,1
302,1
303,1
304,2
305,1
306,2
307,2
308,4
309,1
310,2
311,3
312,3
313,1
314,2
315,1
316,2
317,1
318,2
319,2
320,2
321,3
322,2
323,2
324,2
325,4
326,2
327,3
328,2
329,3
330,3
331,3
332,3
333,3
334,1
335,2
336,3
337,3
338,2
339,1
340,1
341,1
342,2
343,1
344,1
345,1
346,2
347,4
348,1
349,1
350,2
351,1
352,2
353,2
354,1
355,1
356,3
357,1
358,1
359,1
360,4
361,1
362,1
363,1
364,1
365,1
366,2
367,1
368,2
369,2
370,1
371,3
372,3
373,1
374,2
375,1
376,2
377,1
378,2
379,2
380,1
381,1
382,1
383,2
384,1
385,3
386,2
387,1
388,2
389,1
390,1
391,1
392,1
393,1
394,1
395,2
396,1
397,2
398,2
399,2
400,1
401,2
402,1
403,1
404,1
405,3
406,1
407,3
408,2
409,1
410,2
411,3
412,1
413,1
414,2
415,2
416,1
417,1
418,3
419,2
420,2
421,1
422,2
423,1
424,2
425,2
426,1
427,3
428,1
429,1
430,1
431,3
432,2
433,3
434,1
435,2
436,2
437,1
438,1
439,1
440,1
441,1
442,2
443,3
444,2
445,3
446,1
447,3
448,1
449,1
450,1
451,1
452,3
453,1
454,3
455,1
456,1
457,1
458,4
459,1
460,1
461,4
462,1
463,1
464,3
465,2
466,2
467,2
468,2
469,1
470,2
471,2
472,1
473,1
474,2
475,1
476,1
477,2
478,1
479,2
480,3
481,1
482,3
483,1
484,1
485,3
486,2
487,1
488,1
489,1
490,3
491,2
492,2
493,2
494,3
495,1
496,2
497,1
498,1
499,2
