Gerneration,Depth average
1,3.52941
2,3.68627
3,3.7451
4,3.72549
5,3.64706
6,3.7451
7,3.64706
8,3.70588
9,3.64706
10,3.7451
11,3.62745
12,3.68627
13,3.66667
14,3.66667
15,3.68627
16,3.72549
17,3.64706
18,3.76471
19,3.64706
20,3.66667
21,3.76471
22,3.60784
23,3.64706
24,3.68627
25,3.64706
26,3.62745
27,3.64706
28,3.70588
29,3.68627
30,3.68627
31,3.72549
32,3.70588
33,3.84314
34,3.64706
35,3.60784
36,3.72549
37,3.58824
38,3.66667
39,3.72549
40,3.60784
41,3.78431
42,3.64706
43,3.66667
44,3.66667
45,3.66667
46,3.78431
47,3.68627
48,3.70588
49,3.70588
50,3.60784
51,3.70588
52,3.64706
53,3.76471
54,3.70588
55,3.7451
56,3.70588
57,3.62745
58,3.60784
59,3.60784
60,3.78431
61,3.68627
62,3.64706
63,3.68627
64,3.84314
65,3.68627
66,3.58824
67,3.68627
68,3.7451
69,3.62745
70,3.68627
71,3.62745
72,3.80392
73,3.80392
74,3.64706
75,3.64706
76,3.60784
77,3.64706
78,3.70588
79,3.66667
80,3.68627
81,3.80392
82,3.62745
83,3.72549
84,3.62745
85,3.72549
86,3.68627
87,3.76471
88,3.72549
89,3.62745
90,3.72549
91,3.64706
92,3.64706
93,3.68627
94,3.78431
95,3.70588
96,3.72549
97,3.7451
98,3.60784
99,3.64706
