Generation,Diversity
1,8
2,4
3,4
4,4
5,5
6,4
7,5
8,4
9,4
10,4
11,4
12,4
13,4
14,4
15,4
16,4
17,4
18,4
19,5
20,5
21,4
22,4
23,4
24,5
25,4
26,5
27,4
28,5
29,4
30,4
31,4
32,4
33,4
34,4
35,5
36,5
37,4
38,4
39,6
40,4
41,5
42,5
43,4
44,5
45,4
46,4
47,4
48,4
49,4
50,5
51,4
52,4
53,4
54,5
55,4
56,5
57,4
58,6
59,4
60,5
61,5
62,4
63,4
64,4
65,4
66,4
67,5
68,4
69,5
70,4
71,4
72,4
73,5
74,4
75,5
76,6
77,4
78,4
79,5
80,4
81,4
82,5
83,4
84,5
85,4
86,4
87,5
88,4
89,4
90,5
91,6
92,4
93,6
94,4
95,5
96,4
97,4
98,5
99,4
