Generation,Best,Worse,Average
1,13.8979,106.613,6.95258e-310
2,13.7094,40.761,23.3169
3,13.7094,1017.8,17.6112
4,13.7094,55.5569,41.0132
5,13.6206,39.1818,20.4093
6,13.4218,28.8499,15.618
7,13.4218,33.2632,16.053
8,11.9336,39.4045,16.9679
9,11.9336,47.5617,16.3687
10,11.9336,59.747,15.7353
11,11.9336,52.0426,15.638
12,9.81805,59.747,17.7757
13,9.81805,41.102,18.1749
14,9.81805,41.102,15.0548
15,9.81805,41.102,17.49
16,9.81805,41.102,14.5704
17,9.81805,41.102,13.7237
18,9.81805,23.2165,14.4871
19,9.81805,41.102,13.6073
20,9.81805,41.102,13.9766
21,9.81805,41.102,15.8196
22,9.81805,41.102,15.0916
23,9.81805,41.102,13.7979
24,9.81805,40.7653,15.1267
25,9.81805,41.102,14.2688
26,9.81805,41.102,14.6008
27,9.81805,41.102,15.8318
28,9.81805,41.102,15.96
29,9.81805,41.102,17.2665
30,9.81805,41.102,16.2589
31,9.81805,41.102,15.2591
32,9.81805,41.102,14.7001
33,9.81805,41.102,13.7854
34,9.81805,188.179,15.2976
35,9.81805,41.102,18.5585
36,9.81805,41.102,13.7289
37,9.81805,41.102,15.2269
38,9.81805,41.102,13.6363
39,9.81805,41.102,14.7522
40,9.81805,41.102,14.2889
41,9.81805,41.102,15.4797
42,9.81805,43.8832,14.2533
43,9.81805,41.102,15.522
44,9.81805,41.102,15.736
45,9.81805,41.102,15.357
46,9.81805,41.102,14.0469
47,9.81805,41.102,14.1119
48,9.81805,41.102,16.0009
49,9.81805,41.102,15.4958
