Generation,Diversity
1,62
2,33
3,35
4,32
5,36
6,37
7,33
8,36
9,34
10,34
11,33
12,37
13,35
14,36
15,37
16,35
17,33
18,33
19,34
20,36
21,38
22,37
23,36
24,41
25,36
26,31
27,38
28,37
29,34
30,37
31,35
32,34
33,37
34,36
35,37
36,34
37,35
38,32
39,36
40,34
41,35
42,36
43,34
44,33
45,35
46,37
47,35
48,38
49,37
50,38
51,39
52,37
53,36
54,36
55,36
56,38
57,38
58,35
59,31
60,35
61,38
62,32
63,35
64,36
65,39
66,39
67,38
68,37
69,33
70,34
71,36
72,34
73,35
74,35
75,35
76,36
77,37
78,33
79,31
80,35
81,34
82,34
83,35
84,35
85,34
86,37
87,36
88,34
89,38
90,36
91,35
92,36
93,34
94,38
95,34
96,37
97,38
98,34
99,35
