Gerneration,Depth average
1,4.17822
2,3.69307
3,3.75248
4,4.41584
5,4.77228
6,5.18812
7,5.34653
8,5.49505
9,5.23762
10,5.48515
11,5.51485
12,5.61386
13,5.41584
14,5.51485
15,5.76238
16,5.79208
17,5.69307
18,5.51485
19,5.55446
20,5.40594
21,5.40594
22,5.39604
23,5.50495
24,5.58416
25,5.88119
26,5.79208
27,6.0198
28,5.87129
29,5.81188
30,5.65347
31,6
32,5.82178
33,5.75248
34,5.71287
35,5.54455
36,5.42574
37,5.20792
38,5.46535
39,5.11881
40,5.13861
41,5.41584
42,5.0495
43,5.08911
44,5.12871
45,4.78218
46,4.84158
47,4.9604
48,4.76238
49,5.0297
50,5.17822
51,5.39604
52,5.47525
53,5.53465
54,5.34653
55,5.23762
56,5.17822
57,5.25743
58,4.9604
59,5.0495
60,4.83168
61,4.79208
62,4.83168
63,4.47525
64,4.44554
65,4.34653
66,4.26733
67,4.35644
68,4.33663
69,4.36634
70,4.40594
71,4.35644
72,4.40594
73,4.39604
74,4.55446
75,4.25743
76,4.17822
77,4.17822
78,4.23762
79,4.44554
80,4.44554
81,4.21782
82,4.22772
83,4.26733
84,4.24752
85,4.28713
86,4.27723
87,4.37624
88,4.34653
89,4.35644
90,4.35644
91,4.20792
92,4.24752
93,4.22772
94,4.40594
95,4.16832
96,4.26733
97,4.24752
98,4.24752
99,4.20792
