Generation,Diversity
1,14
2,19
3,12
4,10
5,14
6,13
7,12
8,10
9,10
10,7
11,12
12,10
13,12
14,9
15,12
16,14
17,10
18,11
19,11
20,13
21,14
22,14
23,10
24,11
25,13
26,12
27,14
28,15
29,11
30,10
31,12
32,14
33,12
34,11
35,11
36,13
37,15
38,14
39,9
40,11
41,11
42,15
43,11
44,14
45,12
46,12
47,13
48,14
49,14
50,12
51,14
52,14
53,8
54,15
55,13
56,13
57,11
58,10
59,12
60,12
61,11
62,9
63,12
64,12
65,13
66,11
67,14
68,11
69,11
70,11
71,11
72,11
73,12
74,13
75,10
76,13
77,14
78,13
79,12
80,11
81,13
82,12
83,10
84,13
85,14
86,10
87,11
88,10
89,14
90,14
91,12
92,14
93,14
94,13
95,9
96,12
97,10
98,11
99,12
