Gerneration,Depth average
1,3.84314
2,3.94118
3,3.82353
4,3.92157
5,3.80392
6,3.7451
7,3.82353
8,3.96078
9,3.58824
10,3.96078
11,3.64706
12,3.78431
13,3.86275
14,3.86275
15,3.94118
16,3.68627
17,3.84314
18,3.72549
19,3.86275
20,3.78431
21,3.90196
22,3.90196
23,3.84314
24,3.98039
25,3.80392
26,3.76471
27,3.72549
28,3.88235
29,3.86275
30,3.88235
31,3.76471
32,3.92157
33,3.82353
34,3.82353
35,3.86275
36,3.76471
37,3.84314
38,3.92157
39,3.84314
40,3.84314
41,3.84314
42,3.82353
43,3.80392
44,3.86275
45,3.96078
46,3.90196
47,3.94118
48,3.70588
49,3.80392
50,3.84314
51,3.78431
52,3.7451
53,3.84314
54,3.86275
55,3.86275
56,3.82353
57,3.80392
58,3.88235
59,3.82353
60,3.70588
61,3.94118
62,3.7451
63,3.72549
64,3.80392
65,3.82353
66,3.78431
67,3.78431
68,3.90196
69,3.88235
70,3.84314
71,3.84314
72,3.86275
73,3.78431
74,3.88235
75,3.82353
76,3.80392
77,3.82353
78,3.72549
79,3.88235
80,3.84314
81,3.88235
82,3.7451
83,3.84314
84,3.88235
85,3.94118
86,3.80392
87,3.84314
88,3.86275
89,3.80392
90,3.84314
91,3.84314
92,3.78431
93,3.80392
94,3.84314
95,3.88235
96,3.86275
97,3.78431
98,3.90196
99,3.76471
100,3.82353
101,3.94118
102,3.84314
103,3.86275
104,3.90196
105,3.76471
106,3.84314
107,3.80392
108,3.92157
109,3.68627
110,3.86275
111,3.86275
112,3.82353
113,3.94118
114,3.84314
115,3.7451
116,3.90196
117,3.76471
118,3.88235
119,3.76471
120,3.82353
121,3.78431
122,3.88235
123,3.84314
124,3.84314
125,3.84314
126,3.84314
127,3.7451
128,3.72549
129,3.88235
130,3.82353
131,3.90196
132,3.84314
133,3.92157
134,3.78431
135,3.84314
136,3.88235
137,3.76471
138,3.78431
139,3.82353
140,3.88235
141,3.98039
142,3.7451
143,3.80392
144,3.78431
145,3.88235
146,3.82353
147,3.88235
148,3.82353
149,3.72549
150,3.78431
151,3.80392
152,3.76471
153,3.76471
154,3.7451
155,3.86275
156,3.88235
157,3.82353
158,3.86275
159,3.92157
160,3.96078
161,3.88235
162,3.78431
163,3.82353
164,3.90196
165,3.86275
166,3.98039
167,3.76471
168,3.86275
169,3.84314
170,3.76471
171,3.86275
172,3.76471
173,3.94118
174,3.94118
175,3.82353
176,3.70588
177,3.76471
178,3.80392
179,3.84314
180,3.94118
181,3.78431
182,3.82353
183,3.70588
184,3.84314
185,3.92157
186,3.7451
187,3.60784
188,3.72549
189,3.78431
190,3.86275
191,3.76471
192,3.78431
193,3.90196
194,3.98039
195,3.76471
196,3.86275
197,3.96078
198,3.86275
199,3.72549
200,3.78431
201,3.78431
202,3.72549
203,3.92157
204,3.7451
205,3.76471
206,3.90196
207,3.84314
208,3.82353
209,3.90196
210,3.92157
211,3.82353
212,3.90196
213,3.88235
214,3.78431
215,3.90196
216,3.88235
217,3.80392
218,3.90196
219,3.76471
220,3.88235
221,3.90196
222,3.80392
223,3.78431
224,3.90196
225,3.84314
226,3.88235
227,3.86275
228,3.90196
229,3.76471
230,3.80392
231,3.90196
232,3.80392
233,3.80392
234,3.92157
235,3.86275
236,3.88235
237,3.88235
238,3.82353
239,3.90196
240,3.88235
241,3.82353
242,3.70588
243,3.86275
244,3.78431
245,3.68627
246,3.88235
247,3.90196
248,3.86275
249,3.88235
250,3.84314
251,3.86275
252,3.86275
253,3.7451
254,3.92157
255,3.72549
256,3.80392
257,3.84314
258,3.84314
259,3.92157
260,3.76471
261,3.86275
262,3.72549
263,3.84314
264,3.80392
265,3.82353
266,3.80392
267,3.84314
268,3.86275
269,3.80392
