Generation,Diversity
1,6
2,5
3,4
4,5
5,5
6,5
7,6
8,6
9,8
10,8
11,6
12,6
13,8
14,5
15,5
16,5
17,8
18,7
19,7
20,6
21,4
22,4
23,8
24,6
25,4
26,8
27,7
28,6
29,7
30,7
31,4
32,6
33,5
34,5
35,6
36,6
37,5
38,6
39,6
40,8
41,7
42,5
43,6
44,4
45,6
46,7
47,8
48,5
49,6
50,7
51,7
52,7
53,6
54,5
55,8
56,6
57,6
58,6
59,6
60,5
61,7
62,6
63,6
64,6
65,8
66,6
67,4
68,4
69,6
70,6
71,5
72,5
73,8
74,5
75,4
76,6
77,7
78,6
79,4
80,6
81,4
82,7
83,7
84,5
85,5
86,6
87,7
88,6
89,4
90,6
91,8
92,7
93,5
94,7
95,7
96,6
97,7
98,4
99,7
100,7
101,4
102,6
103,5
104,4
105,6
106,7
107,5
108,5
109,6
110,5
111,7
112,6
113,6
114,7
115,6
116,7
117,7
118,6
119,5
120,6
121,8
122,5
123,6
124,6
125,5
126,6
127,4
128,9
129,8
130,5
131,4
132,5
133,4
134,4
135,5
136,5
137,5
138,7
139,6
140,5
141,4
142,6
143,5
144,5
145,5
146,4
147,5
148,5
149,4
150,6
151,4
152,7
153,6
154,8
155,5
156,4
157,5
158,6
159,7
160,7
161,6
162,5
163,5
164,8
165,4
166,5
167,8
168,7
169,5
170,5
171,6
172,5
173,7
174,6
175,6
176,5
177,6
178,5
179,7
180,6
181,8
182,4
183,5
184,6
185,5
186,5
187,7
188,6
189,4
190,5
191,7
192,7
193,5
194,9
195,6
196,7
197,5
198,8
199,7
200,7
201,4
202,5
203,5
204,6
205,6
206,5
207,6
208,4
209,6
210,6
211,5
212,5
213,4
214,7
215,5
216,5
217,6
218,6
219,5
220,7
221,8
222,6
223,8
224,6
225,5
226,6
227,7
228,4
229,5
230,7
231,5
232,5
233,5
234,5
235,7
236,5
237,6
238,6
239,6
240,6
241,5
242,6
243,6
244,6
245,6
246,7
247,7
248,5
249,6
250,7
251,5
252,6
253,8
254,4
255,7
256,5
257,5
258,7
259,5
260,5
261,7
262,5
263,5
264,5
265,6
266,5
267,5
268,7
269,4
270,6
271,6
272,6
273,6
274,4
275,5
276,7
277,8
278,5
279,5
280,6
281,4
282,5
283,6
284,5
285,5
286,6
287,7
288,6
289,5
290,4
291,5
292,8
293,5
294,6
295,6
296,5
297,7
298,6
299,4
300,6
301,4
302,6
303,8
304,7
305,6
306,5
307,7
308,6
309,5
310,4
311,5
312,6
313,4
314,7
315,7
316,8
317,6
318,6
319,5
320,4
321,5
322,5
323,5
324,5
325,7
326,6
327,7
328,4
329,5
330,4
331,5
332,7
333,5
334,6
335,6
336,5
337,5
338,5
339,6
340,5
341,6
342,5
343,6
344,6
345,7
346,6
347,5
348,6
349,6
350,6
351,6
352,6
353,6
354,5
355,6
356,6
357,7
358,6
359,6
360,7
361,7
362,8
363,6
364,4
365,6
366,5
367,6
368,6
369,4
370,5
371,5
372,5
373,5
374,5
375,5
376,6
377,6
378,6
379,6
380,5
381,9
382,6
383,4
384,5
385,5
386,7
387,8
388,6
389,6
390,5
391,4
392,5
393,7
394,6
395,4
396,6
397,4
398,5
399,6
400,6
401,5
402,4
403,4
404,9
405,8
406,6
407,4
408,5
409,6
410,5
411,6
412,8
413,6
414,5
415,5
416,6
417,6
418,6
419,5
420,6
421,6
422,5
423,4
424,4
425,5
426,7
427,4
428,5
429,7
430,6
431,5
432,4
433,7
434,5
435,5
436,7
437,6
438,8
439,7
440,5
441,8
442,7
443,6
444,6
445,7
446,6
447,6
448,5
449,7
450,8
451,5
452,8
453,5
454,5
455,7
456,6
457,7
458,7
459,4
460,8
461,6
462,5
463,7
464,6
465,6
466,6
467,6
468,6
469,7
470,6
471,5
472,7
473,6
474,5
475,6
476,6
477,6
478,4
479,4
480,6
481,8
482,6
483,4
484,5
485,6
486,6
487,6
488,6
489,6
490,5
491,5
492,7
493,5
494,5
495,5
496,4
497,6
498,7
499,5
