Generation,Diversity
1,23
2,18
3,21
4,21
5,21
6,21
7,22
8,21
9,19
10,22
11,21
12,22
13,22
14,21
15,21
16,21
17,22
18,22
19,19
20,23
21,22
22,21
23,24
24,21
25,19
26,19
27,23
28,22
29,19
30,22
31,19
32,20
33,22
34,24
35,21
36,21
37,20
38,20
39,23
40,24
41,23
42,21
43,20
44,22
45,20
46,18
47,20
48,25
49,21
50,22
51,21
52,20
53,22
54,21
55,22
56,20
57,25
58,20
59,24
60,24
61,21
62,24
63,23
64,25
65,21
66,23
67,25
68,23
69,24
70,25
71,21
72,21
73,25
74,23
75,22
76,24
77,23
78,24
79,25
80,22
81,23
82,22
83,24
84,21
85,24
86,22
87,20
88,21
89,22
90,20
91,20
92,23
93,18
94,23
95,21
96,22
97,21
98,22
99,20
