Generation,Diversity
1,71
2,58
3,55
4,42
5,33
6,29
7,16
8,13
9,19
10,22
11,24
12,20
13,18
14,20
15,24
16,22
17,18
18,19
19,14
20,15
21,13
22,12
23,15
24,11
25,14
26,14
27,14
28,10
29,12
30,11
31,11
32,13
33,17
34,15
35,11
36,8
37,12
38,13
39,15
40,12
41,14
42,11
43,11
44,11
45,11
46,11
47,13
48,11
49,13
50,13
51,12
52,13
53,14
54,13
55,13
56,14
57,14
58,14
59,16
60,14
61,13
62,14
63,15
64,17
65,15
66,12
67,13
68,13
69,14
70,15
71,13
72,13
73,14
74,14
75,16
76,12
77,13
78,16
79,15
80,10
81,16
82,14
83,13
84,14
85,12
86,11
87,13
88,14
89,12
90,14
91,13
92,13
93,14
94,15
95,12
96,15
97,10
98,16
99,19
