Gerneration,Depth average
1,2.80439
2,2.79042
3,2.79242
4,2.78842
5,2.78443
6,2.78643
7,2.81238
8,2.79441
9,2.78842
10,2.79042
11,2.79641
12,2.80439
13,2.80439
14,2.79042
15,2.79441
16,2.79242
17,2.79042
18,2.81238
19,2.77246
20,2.79441
21,2.79641
22,2.77844
23,2.78244
24,2.78643
25,2.80439
26,2.77844
27,2.79441
28,2.79042
29,2.8024
30,2.77046
31,2.8004
32,2.8004
33,2.81836
34,2.79441
35,2.78443
36,2.77046
37,2.78044
38,2.77246
39,2.80639
40,2.77844
41,2.77445
42,2.77246
43,2.79441
44,2.77645
45,2.78244
46,2.77844
47,2.77645
48,2.78443
49,2.81238
