Generation,Diversity
1,55
2,43
3,33
4,31
5,28
6,30
7,25
8,16
9,15
10,15
11,14
12,17
13,16
14,25
15,24
16,24
17,28
18,29
19,26
20,25
21,24
22,29
23,27
24,25
25,22
26,18
27,15
28,14
29,16
30,15
31,14
32,13
33,13
34,13
35,14
36,15
37,15
38,14
39,15
40,18
41,16
42,19
43,18
44,20
45,20
46,15
47,12
48,13
49,13
50,13
51,15
52,14
53,11
54,11
55,9
56,12
57,11
58,12
59,11
60,12
61,12
62,11
63,14
64,12
65,11
66,11
67,9
68,12
69,11
70,8
71,9
72,12
73,13
74,12
75,12
76,9
77,9
78,8
79,7
80,11
81,12
82,10
83,11
84,10
85,9
86,12
87,14
88,13
89,12
90,7
91,9
92,11
93,9
94,8
95,9
96,10
97,10
98,11
99,10
