Generation,Diversity
1,16
2,15
3,15
4,16
5,17
6,12
7,9
8,11
9,8
10,8
11,6
12,8
13,6
14,8
15,9
16,12
17,9
18,9
19,9
20,7
21,8
22,8
23,8
24,8
25,8
26,7
27,7
28,5
29,9
30,9
31,12
32,11
33,10
34,9
35,5
36,11
37,9
38,10
39,7
40,6
41,9
42,10
43,10
44,9
45,10
46,9
47,10
48,11
49,9
50,9
51,8
52,8
53,7
54,9
55,7
56,6
57,10
58,9
59,6
60,10
61,7
62,7
63,10
64,9
65,7
66,8
67,11
68,9
69,7
70,7
71,9
72,6
73,9
74,10
75,9
76,8
77,10
78,6
79,7
80,11
81,10
82,6
83,9
84,10
85,9
86,12
87,9
88,6
89,7
90,9
91,8
92,8
93,8
94,11
95,11
96,8
97,5
98,10
99,8
100,8
101,10
102,8
103,9
104,8
105,10
106,12
107,11
108,8
109,7
110,7
111,7
112,8
113,8
114,6
115,8
116,10
117,7
118,12
119,7
120,6
121,9
122,8
123,7
124,11
125,8
126,10
127,7
128,9
129,8
130,9
131,8
132,10
133,8
134,6
135,7
136,10
137,10
138,8
139,9
140,9
141,6
142,8
143,7
144,8
145,7
146,14
147,8
148,9
149,7
150,7
151,7
152,8
153,10
154,8
155,6
156,7
157,6
158,11
159,10
160,9
161,9
162,10
163,8
164,7
165,9
166,8
167,9
168,8
169,8
170,9
171,11
172,9
173,9
174,9
175,6
176,6
177,8
178,7
179,11
180,7
181,9
182,9
183,9
184,6
185,9
186,8
187,10
188,6
189,5
190,10
191,8
192,10
193,8
194,9
195,10
196,10
197,10
198,9
199,9
200,6
201,10
202,10
203,7
204,10
205,8
206,9
207,8
208,9
209,7
210,6
211,8
212,5
213,6
214,9
215,7
216,8
217,7
218,9
219,7
220,7
221,6
222,8
223,9
224,7
225,8
226,8
227,8
228,8
229,7
230,8
231,7
232,9
233,5
234,7
235,6
236,6
237,11
238,9
239,9
240,8
241,9
242,9
243,6
244,8
245,7
246,9
247,5
248,8
249,8
250,8
251,7
252,12
253,9
254,6
255,6
256,9
257,11
258,7
259,9
260,6
261,7
262,7
263,9
264,10
265,7
266,8
267,11
268,7
269,9
270,9
271,8
272,9
273,9
274,9
275,11
276,8
277,6
278,6
279,12
280,6
281,8
282,9
283,9
284,10
285,7
286,8
287,12
288,9
289,11
290,9
291,8
292,9
293,10
294,9
295,11
296,6
297,10
298,9
299,9
300,9
301,9
302,8
303,10
304,10
305,7
306,8
307,10
308,10
309,9
310,7
311,8
312,11
313,10
314,8
315,10
316,10
317,9
318,9
319,8
320,5
321,10
322,10
323,9
324,7
325,10
326,9
327,10
328,8
329,7
330,10
331,8
332,7
333,7
334,8
335,10
336,9
337,8
338,8
339,9
340,6
341,7
342,7
343,9
344,8
345,8
346,8
347,9
348,9
349,8
350,9
351,9
352,10
353,9
354,8
355,7
356,9
357,6
358,9
359,8
360,11
361,12
362,9
363,9
364,6
365,8
366,10
367,7
368,11
369,9
370,8
371,9
372,7
373,8
374,7
375,7
376,8
377,8
378,8
379,6
380,10
381,8
382,8
383,6
384,8
385,9
386,10
387,8
388,10
389,9
390,9
391,9
392,7
393,10
394,9
395,8
396,7
397,11
398,7
399,8
400,7
401,8
402,8
403,10
404,7
405,8
406,9
407,10
408,9
409,9
410,5
411,11
412,9
413,6
414,10
415,11
416,9
417,8
418,9
419,7
420,7
421,9
422,9
423,7
424,9
425,7
426,8
427,8
428,10
429,9
430,10
431,10
432,7
433,9
434,10
435,6
436,10
437,9
438,10
439,7
440,6
441,7
442,5
443,6
444,8
445,7
446,11
447,7
448,9
449,8
450,9
451,8
452,6
453,11
454,11
455,7
456,9
457,11
458,11
459,11
460,10
461,11
462,6
463,9
464,10
465,9
466,6
467,8
468,9
469,7
470,10
471,10
472,8
473,8
474,8
475,10
476,8
477,10
478,9
479,9
480,9
481,9
482,8
483,7
484,8
485,11
486,8
487,8
488,7
489,7
490,6
491,7
492,10
493,8
494,7
495,11
496,7
497,7
498,11
499,10
