Gerneration,Depth average
1,3.80392
2,3.7451
3,3.90196
4,3.90196
5,4.56863
6,3.72549
7,3.66667
8,3.64706
9,3.7451
10,3.64706
11,3.58824
12,3.84314
13,3.86275
14,3.78431
15,3.68627
16,3.64706
17,3.62745
18,3.76471
19,3.7451
20,3.7451
21,3.66667
22,3.78431
23,3.60784
24,3.7451
25,3.64706
26,3.78431
27,3.56863
28,3.5098
29,3.70588
30,3.60784
31,3.72549
32,3.70588
33,3.62745
34,3.70588
35,3.62745
36,3.64706
37,3.64706
38,3.76471
39,3.58824
40,3.54902
41,3.56863
42,3.7451
43,3.80392
44,3.58824
45,3.60784
46,3.62745
47,3.68627
48,3.58824
49,3.60784
50,3.70588
51,3.68627
52,3.60784
53,3.62745
54,3.66667
55,3.58824
56,3.64706
57,3.76471
58,3.68627
59,3.7451
60,3.80392
61,3.70588
62,3.68627
63,3.60784
64,3.68627
65,3.60784
66,3.58824
67,3.82353
68,3.64706
69,3.72549
70,3.56863
71,3.72549
72,3.68627
73,3.70588
74,3.56863
75,3.58824
76,3.64706
77,3.68627
78,3.54902
79,3.70588
80,3.56863
81,3.60784
82,3.7451
83,3.70588
84,3.66667
85,3.62745
86,3.7451
87,3.62745
88,3.70588
89,3.60784
90,3.78431
91,3.58824
92,3.72549
93,3.60784
94,3.62745
95,3.72549
96,3.80392
97,3.70588
98,3.64706
99,3.66667
