Gerneration,Depth average
1,2.86275
2,2.76471
3,2.7451
4,2.86275
5,2.76471
6,2.72549
7,2.70588
8,2.80392
9,2.86275
10,2.82353
11,2.82353
12,2.86275
13,2.78431
14,2.72549
15,2.68627
16,2.76471
17,2.86275
18,2.80392
19,2.7451
20,2.80392
21,2.80392
22,2.72549
23,2.76471
24,2.76471
25,2.76471
26,2.76471
27,2.78431
28,2.76471
29,2.80392
30,2.7451
31,2.72549
32,2.84314
33,2.82353
34,2.78431
35,2.82353
36,2.84314
37,2.84314
38,2.78431
39,2.76471
40,2.84314
41,2.82353
42,2.82353
43,2.76471
44,2.76471
45,2.84314
46,2.78431
47,2.76471
48,2.84314
49,2.88235
